discount_id,description,discount_value,start_date,end_date
130,Difference yes interest soon concern without.,26.78,2024-06-08 13:19:35.505758,2024-02-25 04:44:50.256878
131,East future else wall.,43.11,2024-08-15 22:12:29.315799,2024-01-06 12:25:21.713989
132,Conference case agreement.,22.22,2024-01-13 13:27:33.211819,2024-03-29 03:07:55.638450
133,Care professor program table huge stay.,24.42,2024-08-26 06:31:37.217603,2024-08-29 16:16:28.731866
134,Class back kind leader.,8.91,2024-02-05 00:17:39.383491,2024-06-08 05:44:36.089567
135,Many high tough today suggest ever right stage.,33.21,2024-04-23 13:19:12.716476,2024-01-19 00:14:35.332911
136,Be upon better few beautiful.,39.16,2024-02-21 02:22:20.995521,2024-04-01 05:20:32.955009
137,Interesting produce under north interesting training church others.,49.55,2024-07-22 00:46:31.373019,2024-08-15 15:03:17.312242
138,Have program anything ok include.,38.55,2024-02-26 13:22:24.664812,2024-09-10 10:53:14.325030
139,Instead animal choice watch best across.,31.28,2024-07-02 19:42:10.190811,2024-02-25 10:04:47.911332
140,Eight say country throughout about economy.,21.05,2024-04-22 04:11:11.244905,2024-04-22 01:11:36.644444
141,Her look amount office data catch.,6.44,2024-04-12 22:21:56.145811,2024-03-14 00:20:09.010729
142,Lay sport spend paper husband.,34.11,2024-06-01 16:29:37.004132,2024-02-03 23:58:37.823272
143,Lay democratic really issue however.,43.87,2024-07-07 06:05:58.365333,2024-09-18 01:57:44.031174
144,Trip ask other media nothing relate.,42.95,2024-05-01 15:14:00.129357,2024-04-25 05:34:18.795389
145,Hotel some everyone huge officer current write.,8.62,2024-07-27 22:02:52.459224,2024-04-20 19:31:06.548875
146,Member girl science various none attention human.,49.47,2024-02-04 23:42:56.528221,2024-07-29 09:32:39.390819
147,Administration very on perhaps military peace.,13.89,2024-05-24 18:34:23.399721,2024-08-15 08:06:30.248778
148,Daughter between plan star newspaper subject fast.,9.96,2024-09-03 10:01:10.807736,2024-09-13 07:13:13.468970
149,Rock hard when result against mouth dream.,39.67,2024-09-11 03:17:12.013705,2024-06-03 12:04:37.823030
150,Director standard cut husband help class cause idea.,42.61,2024-04-06 13:35:18.519737,2024-04-02 17:10:54.114887
151,High none his enjoy.,34.0,2024-08-10 13:52:19.601178,2024-07-31 20:35:07.229464
152,Relate generation dinner go late cover summer.,26.75,2024-03-27 01:00:48.290469,2024-08-03 04:45:39.148913
153,State site mother several feel.,22.36,2024-07-26 05:43:08.201049,2024-06-11 17:00:28.222081
154,Member whatever blood federal marriage.,36.84,2024-09-17 21:52:36.181014,2024-03-31 18:04:09.718329
155,Challenge protect top consumer social develop no.,10.57,2024-06-17 07:01:32.099233,2024-02-22 03:22:09.446077
156,Type group market recently industry responsibility grow assume.,24.55,2024-09-01 13:11:24.973644,2024-06-05 02:19:50.368163
157,May during safe.,47.06,2024-01-15 02:57:53.079980,2024-04-11 08:22:38.172462
158,Arm say campaign after executive.,11.93,2024-01-11 01:36:03.648128,2024-04-20 04:30:37.134147
159,Day skin suffer let else population.,30.86,2024-08-30 01:54:01.760167,2024-03-21 10:34:40.063828
160,Commercial authority speak hot discover.,36.01,2024-08-31 18:19:06.275654,2024-08-15 08:28:31.511824
161,Former through involve democratic year simply.,39.7,2024-01-04 09:38:55.488148,2024-06-13 15:52:53.061468
162,Phone imagine arm.,48.65,2024-01-14 05:22:30.881543,2024-05-15 10:28:18.981044
163,Threat step move.,30.79,2024-05-18 08:31:34.933779,2024-01-15 12:02:26.613090
164,Represent kind person still which including method.,14.33,2024-02-01 14:58:59.050949,2024-04-08 01:58:38.294061
165,Very civil model three tough.,9.7,2024-05-30 15:44:15.847982,2024-07-12 14:23:06.349490
166,Hotel offer time theory quality bad.,10.26,2024-08-07 15:24:56.042790,2024-02-13 13:34:05.954084
167,Treatment discover his use.,45.58,2024-08-03 14:34:43.331219,2024-06-15 15:26:50.919618
168,Professional receive better really important over hand.,38.91,2024-01-31 10:21:29.924348,2024-07-31 12:07:06.748058
169,Stage society office site result film war.,7.15,2024-07-14 14:27:55.135164,2024-03-01 19:09:43.818685
170,Week stage politics everyone order discover crime.,6.71,2024-03-15 11:01:07.502694,2024-08-14 14:41:23.223986
171,Rule responsibility crime success.,14.73,2024-06-07 06:18:51.654174,2024-08-30 22:03:54.121610
172,Book foreign someone poor who discussion country though.,22.71,2024-01-18 12:17:59.978722,2024-03-03 00:38:07.799428
173,Poor almost just bed difficult.,29.04,2024-01-01 19:56:45.597462,2024-03-22 10:48:42.063101
174,Against result rock outside.,38.73,2024-02-06 18:49:31.697459,2024-09-13 14:30:26.100847
175,Claim coach treatment despite west.,44.26,2024-09-19 20:57:03.187714,2024-08-26 20:41:33.040991
176,Away recently friend couple put tend rather.,18.71,2024-07-04 08:05:11.913407,2024-07-20 23:20:17.283066
177,Lot expert bad wife space.,47.83,2024-08-25 08:25:19.094154,2024-08-18 09:00:03.391293
178,Process city religious well or economic.,39.22,2024-04-26 15:43:32.565657,2024-02-11 17:28:00.208120
179,Finish all gas film.,40.5,2024-02-10 07:45:25.442286,2024-03-23 01:49:28.566962
180,Who power send last.,17.97,2024-03-21 06:51:26.931091,2024-05-31 10:45:09.563757
181,Top serve none recent.,43.75,2024-06-10 23:26:03.625082,2024-06-30 06:06:39.131064
182,Go agent mouth admit mind product woman bit.,9.33,2024-07-24 11:25:53.460649,2024-08-14 10:46:53.189236
183,Politics think medical pressure.,31.29,2024-09-10 12:44:49.707460,2024-08-03 05:30:53.185377
184,Nature rest language three activity necessary when.,24.94,2024-04-17 07:41:55.362518,2024-04-26 00:13:28.545541
185,Agree case end give available.,15.67,2024-05-13 03:49:00.422385,2024-08-30 07:56:54.676897
186,Whatever many college perform white data.,17.64,2024-01-26 07:46:50.581123,2024-05-23 06:01:08.488122
187,Sea production western.,27.11,2024-06-26 15:27:09.666168,2024-02-22 14:57:22.486452
188,What environmental follow serve through.,31.99,2024-05-22 06:44:13.744889,2024-05-28 16:27:20.975528
189,North happen media term real happen.,13.14,2024-01-24 17:45:59.725315,2024-08-13 14:50:21.777611
190,Ask civil money why always.,20.98,2024-03-02 05:26:21.175685,2024-09-13 18:19:36.560647
191,Safe authority entire culture become model term.,23.58,2024-08-18 03:11:54.806978,2024-01-07 13:37:32.536064
192,Leader eat stand pull.,10.01,2024-03-26 11:05:22.706336,2024-07-09 08:21:07.848527
193,Hour lay imagine many.,41.73,2024-05-02 19:49:56.635835,2024-09-22 10:24:44.751747
194,Student style approach month suddenly animal.,28.68,2024-07-12 23:37:33.755962,2024-05-06 17:54:09.715489
195,Campaign generation your minute marriage mean leader.,36.14,2024-08-17 01:11:13.338406,2024-08-30 19:42:11.837903
196,Brother many begin government bag about piece near.,17.1,2024-02-05 15:09:53.939569,2024-05-15 10:25:52.894654
197,Impact north party site focus television size.,24.26,2024-07-20 22:47:56.705112,2024-06-20 00:33:01.402791
198,Beautiful task once partner ball.,33.8,2024-06-05 18:12:37.601256,2024-01-25 17:24:03.771475
199,Purpose off whole sea new course.,48.65,2024-02-21 08:16:55.186456,2024-04-11 10:53:13.578227
200,Full hard on stop dark suggest stop.,19.82,2024-04-03 08:34:23.164952,2024-08-28 14:28:43.071677
201,Camera study put official.,27.84,2024-02-21 20:07:05.629410,2024-03-09 09:25:03.603917
202,Site prepare none chair hard term.,5.36,2024-06-24 19:14:19.010580,2024-09-06 23:31:32.475340
203,Billion happy during like blue.,28.07,2024-09-13 03:22:04.786124,2024-05-04 16:26:20.088726
204,Operation adult serve knowledge fear clearly.,13.86,2024-07-31 08:29:44.742200,2024-08-29 13:13:49.108262
205,Put recognize medical court community growth you.,32.07,2024-09-20 01:38:12.145169,2024-01-23 23:14:38.150758
206,Which ability again try ago senior child.,36.54,2024-04-03 20:55:51.468650,2024-03-02 11:27:55.310012
207,Order age deep create girl music.,19.87,2024-01-06 03:54:34.095921,2024-08-03 21:05:04.800238
208,Education choose figure early.,14.23,2024-06-29 18:34:56.035479,2024-01-21 18:03:29.530082
209,Individual television wrong music.,21.23,2024-02-21 13:41:10.051778,2024-04-07 13:54:18.930487
210,Sport see center movie news necessary.,33.6,2024-04-28 09:39:34.178651,2024-09-08 22:04:45.660422
211,From city finally drop particular dog see.,28.22,2024-01-11 07:06:47.467515,2024-03-16 17:24:04.409800
212,Action part same pick find human whose.,26.65,2024-03-18 04:16:36.597121,2024-05-22 08:01:01.027255
213,Experience sing customer laugh really culture since.,18.67,2024-02-25 13:42:04.598223,2024-02-19 07:38:31.623107
214,Whether where international world although so chair score.,32.76,2024-06-27 06:38:07.575390,2024-01-23 00:32:49.668823
215,Card accept seek knowledge choose either drug.,35.15,2024-06-12 19:06:56.737412,2024-07-01 15:40:01.040911
216,Ever sure modern parent home.,5.24,2024-04-07 09:18:15.192267,2024-02-04 13:53:15.347548
217,Sister traditional worker when Democrat.,20.43,2024-07-29 09:38:11.478028,2024-06-18 04:00:50.657509
218,Follow ten car any require wide property.,21.46,2024-07-09 06:23:26.314988,2024-03-27 05:34:06.950432
219,Since worry understand girl card see.,39.3,2024-07-14 18:41:06.908703,2024-03-26 05:29:12.161502
220,Century treat population them market set wife.,32.75,2024-02-13 11:19:50.414424,2024-09-01 07:12:02.020336
221,Possible hundred lead foot cold.,40.61,2024-08-25 05:14:49.218505,2024-07-29 13:30:52.896373
222,Science growth home beautiful best.,26.32,2024-03-04 00:23:03.509053,2024-06-15 17:18:17.442096
223,Response yourself fine education phone age.,37.6,2024-03-31 12:19:17.339978,2024-02-01 20:33:05.932406
224,Finally wall later scientist day as think more.,22.41,2024-09-03 03:08:42.672737,2024-09-12 16:32:39.646577
225,Read five hear glass according choice father environmental.,12.23,2024-07-01 06:18:53.286902,2024-06-25 04:45:25.192219
226,When under unit shoulder new key personal house.,30.55,2024-09-15 17:11:11.706527,2024-03-11 17:11:30.821484
227,Open gun we senior total truth mind.,9.75,2024-02-10 15:34:56.199690,2024-09-13 10:52:37.017491
228,Bit upon fund commercial last smile and.,8.82,2024-05-02 07:49:48.568245,2024-04-25 05:49:51.411592
229,Agree really parent spend.,26.57,2024-03-11 20:07:45.765125,2024-01-02 09:52:35.755840
230,Tough heart better you pretty.,45.82,2024-01-20 20:05:21.610038,2024-06-17 22:42:35.502014
231,Mention customer hit help fly.,42.87,2024-02-19 21:54:32.792260,2024-08-26 17:23:24.224958
232,Stock close anyone seem however miss.,41.99,2024-08-15 09:25:11.739120,2024-02-01 23:19:33.405491
233,Laugh year ago vote experience her.,5.86,2024-09-13 11:56:23.473699,2024-04-02 22:44:50.001534
234,Whole spring marriage ask where.,32.78,2024-06-22 04:04:08.205796,2024-02-22 17:07:47.291036
235,Information authority federal individual speech.,31.17,2024-01-17 15:40:04.205040,2024-03-28 12:44:00.355511
236,Cold quite kind include billion daughter end left.,29.37,2024-04-03 17:51:59.117104,2024-07-03 18:06:57.368010
237,Care not give even.,25.99,2024-08-02 11:45:47.079306,2024-03-09 15:55:23.769722
238,Economic any view everybody financial carry answer accept.,42.86,2024-06-06 22:59:56.582799,2024-06-10 04:25:59.430825
239,Official member or require approach drug interesting.,34.86,2024-02-10 13:29:29.388400,2024-06-29 18:01:41.847395
240,Case though degree southern.,19.82,2024-08-23 01:16:48.895872,2024-05-22 11:13:02.434499
241,Truth position expect past.,34.08,2024-08-09 17:46:19.816375,2024-05-15 08:42:34.020161
242,Huge thing report never.,36.96,2024-02-04 22:28:41.946708,2024-08-15 17:46:28.926305
243,Low others PM writer.,48.0,2024-04-06 13:25:08.509154,2024-04-22 07:51:30.130957
244,Skin late movie possible professor another.,29.83,2024-01-06 22:32:21.432348,2024-08-21 14:29:06.483257
245,Even rule week I east per body hear.,32.59,2024-01-06 02:31:48.901364,2024-03-23 12:12:51.357065
246,Style clearly join.,10.61,2024-06-06 01:13:31.604239,2024-09-02 05:02:17.267025
247,Decision simply message suffer increase type family.,11.32,2024-08-25 13:16:06.909040,2024-04-12 14:28:55.386794
248,Attack listen tough entire senior hair break window.,17.18,2024-08-01 07:23:44.760714,2024-05-23 00:15:02.629214
249,Clearly sing wide.,15.96,2024-07-12 18:20:33.043879,2024-03-22 15:05:58.640316
250,Cost need rise hair.,42.46,2024-02-10 09:25:47.335204,2024-05-15 11:15:06.636275
251,Arm wind raise.,33.4,2024-04-21 04:42:56.074986,2024-07-27 07:09:16.181280
252,Indicate coach win that likely.,18.56,2024-01-16 06:02:16.604323,2024-07-21 07:46:22.305806
253,Order painting clearly might notice.,18.27,2024-05-20 00:27:48.476155,2024-07-07 23:07:27.725738
254,Choose someone television young deal apply house.,27.93,2024-09-07 01:46:52.278671,2024-09-13 22:53:03.833196
255,Create shake debate member allow perhaps.,48.53,2024-06-23 07:25:05.234229,2024-08-30 00:59:28.805566
256,Position teacher back necessary draw available.,14.1,2024-07-26 12:01:58.867186,2024-04-29 21:55:22.391912
257,Research less someone offer enjoy religious news.,40.04,2024-04-19 02:30:53.401326,2024-05-06 17:29:07.720092
258,Nor happen their often agency head according.,29.51,2024-02-17 13:36:35.656981,2024-05-16 23:54:47.407537
259,Wear available news.,7.77,2024-05-06 01:51:52.582582,2024-08-03 17:01:25.397038
260,Relate respond career act message.,14.99,2024-02-16 16:14:44.177291,2024-03-20 15:23:08.321816
261,Pressure onto none hope fast force face.,36.78,2024-03-14 04:31:59.241071,2024-05-30 21:43:13.892347
262,Guess senior population expert matter.,7.46,2024-09-12 08:14:09.762359,2024-08-16 00:18:28.104457
263,Executive responsibility relationship resource address perhaps.,32.16,2024-03-22 10:06:37.313668,2024-04-20 05:19:42.413203
264,Mrs sea small six box glass.,42.69,2024-09-06 14:27:40.218957,2024-04-04 17:33:14.745974
265,Sometimes believe talk outside.,35.0,2024-09-07 09:08:02.610232,2024-02-10 11:18:37.168662
266,Onto similar ask line probably traditional ago whom.,13.29,2024-06-08 23:56:13.986479,2024-03-09 03:15:27.095394
267,Save manager tonight.,34.23,2024-07-07 20:10:51.210757,2024-04-01 14:20:20.960942
268,Billion discussion occur probably person.,28.19,2024-06-04 13:53:55.528393,2024-05-22 09:14:19.708318
269,Save baby if should.,22.5,2024-07-05 13:03:42.361469,2024-03-14 06:44:16.363096
270,Represent friend sound better.,30.01,2024-05-18 13:56:34.386040,2024-07-08 23:58:47.715307
271,Drug sound agency along too close ground where.,16.6,2024-03-11 00:29:33.959002,2024-06-24 16:17:22.431840
272,Work popular meeting wear organization.,26.87,2024-07-29 11:09:37.709739,2024-09-04 18:06:08.241058
273,Benefit car point time.,38.11,2024-08-24 18:42:41.220472,2024-03-04 01:33:20.688134
274,Ready really hope consumer television difficult serve thousand.,37.34,2024-09-07 04:06:20.884378,2024-07-06 07:22:58.601542
275,Current goal air.,18.04,2024-04-11 10:28:21.998365,2024-01-12 08:27:38.223365
276,Road voice do finally fire development.,12.6,2024-05-10 03:44:50.454613,2024-02-24 06:00:01.148117
277,Position begin hair science month ahead.,48.07,2024-08-28 11:40:38.604412,2024-06-12 02:59:40.453057
278,Know threat data know.,10.41,2024-08-30 09:37:29.012897,2024-08-11 02:47:36.922162
