inventory_id,product_id,quantity,last_updated
56,55,73,2024-04-05 20:17:56.723475
57,5,64,2024-09-15 06:09:49.374184
58,33,23,2024-01-18 03:24:51.985222
59,77,94,2024-08-22 18:44:30.474884
60,45,52,2024-03-07 08:48:33.373471
61,23,17,2024-05-01 19:18:14.003375
62,26,8,2024-07-03 09:08:23.409234
63,6,82,2024-05-01 13:03:26.638148
64,88,86,2024-03-02 17:04:53.151568
65,85,59,2024-03-21 13:12:25.953226
66,85,64,2024-03-31 20:39:46.832279
67,13,74,2024-01-08 01:47:40.231715
68,36,85,2024-06-01 13:37:39.107712
69,63,82,2024-05-13 21:19:29.369995
70,13,20,2024-02-27 13:15:35.608794
71,40,5,2024-04-03 06:21:18.481109
72,60,25,2024-07-09 20:43:39.023685
73,65,94,2024-01-18 01:14:47.041223
74,79,38,2024-04-29 17:12:50.750456
75,34,19,2024-01-04 10:34:11.097604
76,23,84,2024-03-01 06:24:10.877921
77,60,94,2024-05-19 10:03:32.567117
78,49,22,2024-07-04 21:12:02.707036
79,41,35,2024-02-29 01:26:07.699987
80,58,65,2024-01-19 11:02:53.833574
81,19,33,2024-08-18 21:56:44.426260
82,78,24,2024-07-18 14:02:04.916081
83,30,65,2024-05-20 09:42:00.795155
84,40,31,2024-02-02 02:03:32.969055
85,42,20,2024-05-08 07:13:15.637973
86,22,71,2024-08-10 10:37:55.481774
87,35,44,2024-04-14 16:35:19.727138
88,85,63,2024-09-03 13:39:01.242004
89,35,2,2024-02-14 08:45:31.383277
90,35,81,2024-06-25 07:08:08.590594
91,58,64,2024-05-17 15:21:37.156789
92,29,74,2024-04-09 07:38:17.320668
93,73,78,2024-05-03 09:24:38.045436
94,86,43,2024-02-17 15:54:04.654416
95,30,89,2024-05-22 06:54:04.637999
96,63,74,2024-09-17 07:10:00.231502
97,73,57,2024-04-16 06:28:55.451186
98,49,18,2024-05-20 16:26:55.359820
99,82,52,2024-05-04 23:35:30.801659
100,65,49,2024-03-31 18:12:53.026912
101,28,100,2024-06-06 05:43:39.612220
102,51,100,2024-06-07 15:06:45.202294
103,31,88,2024-04-14 06:16:59.024366
104,5,8,2024-02-10 09:19:38.428815
105,77,17,2024-05-09 04:06:21.487530
106,5,39,2024-06-06 04:14:19.149978
107,49,6,2024-09-05 10:06:34.378736
108,2,73,2024-03-29 00:01:19.017642
109,38,52,2024-04-08 08:30:01.219205
110,69,92,2024-06-23 01:16:44.671789
111,27,65,2024-05-02 03:20:47.129461
112,24,41,2024-06-07 05:15:42.180872
113,10,56,2024-02-21 09:36:20.373055
114,62,63,2024-02-25 17:04:43.048210
115,35,57,2024-02-12 07:10:22.200340
116,28,56,2024-03-24 11:46:15.501990
117,16,20,2024-03-23 00:34:40.282547
118,59,44,2024-03-08 23:45:36.480124
119,81,0,2024-09-15 00:23:25.016464
120,50,92,2024-08-21 23:37:35.531068
121,40,52,2024-04-07 08:14:51.012143
122,29,50,2024-03-15 08:31:59.974353
123,88,36,2024-08-06 09:50:23.068020
124,1,99,2024-03-10 15:18:36.749014
125,89,66,2024-04-24 12:19:43.318243
126,53,61,2024-05-02 12:53:14.123294
127,37,37,2024-07-16 07:18:30.019572
128,42,34,2024-04-13 20:39:44.306258
129,96,40,2024-07-11 20:13:54.943907
130,81,74,2024-01-29 10:08:29.554802
131,45,52,2024-03-10 09:10:28.322546
132,91,44,2024-07-11 07:45:47.709497
133,4,27,2024-05-16 03:42:46.390141
134,85,15,2024-03-09 13:30:24.821377
135,90,54,2024-02-12 16:25:22.597960
136,71,37,2024-05-31 23:44:30.201512
137,17,57,2024-04-27 14:37:58.533561
138,77,35,2024-01-12 19:39:16.016739
139,31,27,2024-01-17 23:46:39.123564
140,44,10,2024-01-09 10:03:22.371135
141,78,74,2024-08-02 20:29:46.626408
142,47,82,2024-05-28 15:19:34.839234
143,40,34,2024-06-25 01:37:18.614172
144,21,68,2024-02-24 18:36:30.952350
145,26,5,2024-03-24 06:58:55.516336
146,41,11,2024-05-21 08:07:58.471619
147,59,22,2024-05-03 22:55:01.548444
148,47,17,2024-05-04 01:41:35.438930
149,23,78,2024-04-09 23:58:22.386276
150,55,46,2024-05-30 18:28:55.388640
151,13,54,2024-01-16 06:23:16.610355
152,64,4,2024-02-25 13:19:59.172766
153,3,31,2024-03-27 14:21:05.839135
154,82,22,2024-02-18 18:49:43.131147
155,47,0,2024-03-28 02:03:15.261029
156,35,70,2024-08-08 20:38:42.721747
157,33,37,2024-06-21 06:17:33.141647
158,88,44,2024-07-20 18:02:43.614378
159,31,89,2024-04-19 16:42:11.907228
160,25,81,2024-07-21 16:47:47.503583
161,2,29,2024-01-15 10:22:33.984617
162,67,89,2024-06-16 11:59:52.206747
163,61,28,2024-02-02 20:42:41.614448
164,9,26,2024-05-25 04:50:02.974679
165,38,82,2024-05-19 18:55:28.501604
166,53,66,2024-01-27 02:11:36.451476
167,28,56,2024-05-27 22:59:30.558356
168,99,87,2024-03-22 12:19:21.237396
169,86,5,2024-05-22 00:00:50.370887
170,78,49,2024-05-31 00:56:23.233371
171,99,5,2024-01-09 10:14:34.113931
172,73,85,2024-09-18 00:21:16.614688
173,87,24,2024-05-19 17:15:51.733815
174,80,80,2024-06-14 09:28:28.944435
175,55,78,2024-06-12 11:48:26.632612
176,56,48,2024-02-18 08:52:51.419466
177,40,16,2024-01-17 04:40:17.215477
178,90,45,2024-07-05 15:31:04.904440
179,32,97,2024-03-29 00:37:17.861317
180,4,88,2024-05-10 16:57:13.873894
181,66,81,2024-07-04 14:55:12.287071
182,56,23,2024-06-13 11:54:22.851812
183,50,28,2024-06-10 05:55:24.502207
184,55,7,2024-09-14 16:29:01.440313
185,29,40,2024-04-22 13:25:10.080754
186,48,21,2024-09-20 12:13:57.019521
187,4,63,2024-01-29 00:34:40.124307
188,75,20,2024-08-03 06:05:53.762502
189,53,39,2024-03-03 08:35:51.168417
190,47,74,2024-01-22 13:06:34.130769
191,61,26,2024-07-11 02:15:08.617842
192,57,52,2024-04-28 04:35:59.724173
193,80,4,2024-04-24 23:51:51.555767
194,33,66,2024-07-25 22:01:00.285101
195,99,80,2024-09-17 08:05:28.046117
196,73,5,2024-08-16 04:06:00.089740
197,4,77,2024-04-09 07:31:39.618619
198,94,14,2024-08-06 22:13:52.057397
199,51,87,2024-08-05 14:44:23.149586
200,28,95,2024-05-11 19:19:33.518926
201,57,35,2024-03-22 07:48:43.611786
202,95,8,2024-06-26 05:48:19.803251
203,56,24,2024-06-09 21:49:57.677942
204,88,39,2024-01-18 08:02:55.458710
205,26,94,2024-01-10 23:34:13.576561
206,67,68,2024-03-14 00:04:41.625444
207,73,59,2024-02-19 12:04:13.997255
208,73,78,2024-03-06 19:58:13.045923
209,6,3,2024-05-28 02:06:46.463846
210,97,98,2024-09-22 09:01:42.396667
211,11,12,2024-03-09 21:43:08.676521
212,52,31,2024-05-12 03:51:14.115556
213,48,38,2024-06-10 17:42:29.188069
214,45,83,2024-06-12 21:51:07.155257
215,17,31,2024-08-23 08:56:22.041136
216,9,62,2024-08-17 01:54:48.276322
217,64,53,2024-01-01 02:08:12.020865
218,79,76,2024-05-19 10:00:51.330478
219,61,97,2024-04-12 10:27:39.454001
220,20,49,2024-07-22 01:01:19.209390
221,100,98,2024-04-28 20:48:57.838007
222,1,96,2024-03-13 20:29:35.597584
223,8,21,2024-08-11 00:35:55.426869
224,41,46,2024-05-04 12:38:25.972876
225,1,38,2024-09-06 12:29:34.164865
226,43,75,2024-02-19 15:26:10.531092
227,8,61,2024-03-06 09:32:00.329775
228,44,15,2024-02-06 09:04:11.671100
229,18,6,2024-04-01 20:33:40.575294
230,24,1,2024-03-22 05:25:23.635663
231,16,72,2024-08-30 12:45:34.413216
232,79,36,2024-09-15 07:47:12.772398
233,45,18,2024-09-04 11:32:53.001853
234,53,98,2024-06-03 12:01:44.709096
235,96,54,2024-03-03 22:33:49.452410
236,60,85,2024-04-07 01:44:15.850488
237,63,68,2024-03-27 15:01:22.688536
238,45,34,2024-03-09 19:06:09.298959
239,36,29,2024-06-08 01:36:48.885582
240,43,43,2024-08-11 05:00:31.768842
241,64,39,2024-04-02 03:46:44.193403
242,38,38,2024-04-05 16:51:09.176438
243,1,61,2024-09-04 09:50:32.771872
244,17,99,2024-09-04 02:34:52.395169
245,70,85,2024-06-01 23:34:35.406588
246,8,92,2024-02-09 02:46:53.488936
247,94,27,2024-05-16 06:42:19.527375
248,9,98,2024-07-18 15:41:37.296385
249,8,66,2024-06-06 03:41:36.220410
250,14,6,2024-07-19 22:37:20.052936
251,87,33,2024-02-07 19:39:48.805509
252,10,30,2024-02-21 04:33:20.394569
253,1,37,2024-02-19 05:23:50.562510
254,32,67,2024-04-08 06:36:02.550760
255,98,33,2024-09-09 00:29:55.537398
256,98,92,2024-02-16 06:17:54.865747
257,16,25,2024-04-05 04:46:44.364213
258,39,77,2024-04-29 13:52:48.549402
259,70,66,2024-07-16 23:01:02.052287
260,75,25,2024-07-10 08:08:12.734041
261,70,90,2024-06-18 19:54:51.894172
262,54,17,2024-08-22 09:14:47.933207
263,29,98,2024-02-21 10:52:22.354257
264,93,12,2024-06-24 02:06:32.117459
265,19,77,2024-05-12 14:35:43.163523
266,14,95,2024-03-03 07:28:28.646724
267,17,25,2024-04-16 11:14:51.395625
268,3,43,2024-09-14 14:57:41.349771
269,80,50,2024-05-26 23:16:38.885253
270,48,49,2024-02-17 16:14:44.986944
271,25,38,2024-06-08 08:16:18.471065
272,7,72,2024-09-06 07:40:33.514332
273,42,58,2024-02-08 10:49:20.352200
274,79,1,2024-04-22 19:08:59.449321
275,6,68,2024-05-27 07:08:20.509436
276,74,95,2024-06-26 22:19:59.591409
277,40,46,2024-07-28 16:22:04.048342
278,19,58,2024-06-10 11:25:25.366199
279,33,70,2024-08-23 19:58:36.648805
280,4,42,2024-05-01 11:16:19.866514
281,4,48,2024-03-17 17:42:13.312414
282,94,32,2024-08-02 02:51:15.689336
283,87,4,2024-03-15 19:57:56.693767
284,70,72,2024-09-03 12:48:37.121265
285,37,32,2024-04-04 12:58:05.717159
286,68,39,2024-02-27 17:19:56.825458
287,11,4,2024-03-24 19:54:07.955396
288,27,55,2024-04-13 14:15:27.456120
289,87,71,2024-07-11 05:47:18.764682
290,26,57,2024-06-05 21:20:50.723503
291,64,78,2024-09-09 21:53:31.613238
292,39,34,2024-02-28 18:47:06.394072
293,14,21,2024-06-18 05:09:48.297474
294,79,41,2024-06-14 21:23:31.752887
295,86,86,2024-03-04 04:33:16.623412
296,1,4,2024-08-06 04:46:34.619476
297,3,2,2024-06-28 04:22:56.604922
298,64,56,2024-01-25 01:37:03.432431
299,49,51,2024-05-06 17:36:50.937572
300,67,17,2024-03-04 14:48:35.129400
301,3,29,2024-03-04 15:20:06.164205
302,43,100,2024-02-22 17:48:04.574851
303,88,95,2024-05-04 15:56:45.818521
304,65,18,2024-03-06 13:34:42.205431
305,58,62,2024-09-11 16:17:38.144412
306,67,19,2024-01-19 08:40:58.794829
307,96,27,2024-06-03 08:57:42.709305
308,73,13,2024-06-09 14:39:02.114955
309,95,59,2024-01-20 16:33:25.264923
310,18,54,2024-07-27 17:22:22.972761
311,83,1,2024-01-11 04:18:06.432619
312,62,91,2024-06-09 21:56:30.924738
313,90,7,2024-07-30 14:17:28.933608
314,96,43,2024-08-31 02:39:19.012873
315,69,99,2024-04-16 10:58:25.617183
316,44,31,2024-03-29 23:40:34.148824
317,84,31,2024-01-07 08:49:54.735682
318,90,44,2024-01-06 00:49:24.564001
319,57,10,2024-08-01 05:09:08.020099
320,25,78,2024-09-23 13:34:06.941817
321,66,31,2024-01-24 06:09:46.008531
322,59,64,2024-06-18 09:49:14.788100
323,16,42,2024-08-31 02:24:32.297774
324,11,78,2024-03-14 17:09:04.605743
325,60,20,2024-03-25 18:35:53.863792
326,51,69,2024-05-05 22:48:44.444165
327,63,38,2024-08-01 13:20:36.903493
328,73,19,2024-09-18 04:10:22.167939
329,30,6,2024-06-06 23:10:39.297171
330,68,51,2024-07-05 01:23:17.443655
331,65,57,2024-07-16 02:49:47.015464
332,9,12,2024-09-23 00:00:59.169934
333,39,0,2024-03-12 11:45:52.643143
334,31,48,2024-07-01 05:33:00.154146
335,40,11,2024-03-30 02:40:08.364930
336,11,32,2024-04-13 21:19:50.588941
337,31,40,2024-08-07 10:23:05.063005
338,89,68,2024-08-02 18:40:31.881312
339,12,33,2024-02-17 04:07:43.947138
340,13,31,2024-03-30 07:31:09.030458
341,99,89,2024-08-11 22:03:54.448099
342,96,66,2024-02-04 03:23:08.349876
343,5,71,2024-08-01 10:40:41.375820
344,66,81,2024-01-06 15:34:46.861384
345,68,30,2024-08-01 04:00:28.557474
346,53,10,2024-06-07 21:17:10.364080
347,24,15,2024-07-26 10:48:07.137899
348,62,75,2024-02-04 19:10:51.748023
349,10,28,2024-08-22 03:08:06.164546
350,23,2,2024-03-30 19:16:26.493918
351,23,42,2024-08-01 19:28:41.836559
352,97,71,2024-06-19 01:00:06.308220
353,12,41,2024-09-01 03:25:02.000028
354,62,25,2024-02-23 21:46:59.359756
355,58,31,2024-07-03 02:39:01.704779
356,1,42,2024-06-27 19:28:24.143236
357,7,81,2024-08-16 15:40:36.592522
358,78,97,2024-04-12 19:54:04.629503
359,48,21,2024-04-10 11:49:37.783494
360,40,27,2024-03-21 09:28:41.833818
361,55,2,2024-02-01 19:51:11.877274
362,83,28,2024-08-03 08:14:27.101355
363,36,27,2024-08-07 19:37:52.396767
364,71,82,2024-02-16 19:15:44.794929
365,39,60,2024-02-25 22:38:19.589274
366,84,76,2024-05-11 04:50:04.791686
367,68,72,2024-06-13 13:57:48.293997
368,57,89,2024-04-28 00:35:09.258996
369,89,88,2024-04-02 18:56:33.539377
370,11,29,2024-02-14 12:43:26.832767
371,42,14,2024-03-19 12:18:27.925273
372,43,97,2024-02-25 21:43:03.097968
373,19,45,2024-04-11 07:14:10.621247
374,84,27,2024-01-16 08:10:10.750500
375,49,78,2024-08-31 17:33:08.491188
376,40,60,2024-05-22 22:05:14.593550
377,53,45,2024-09-12 21:04:10.724272
378,94,95,2024-02-22 11:12:11.143659
379,16,33,2024-05-18 14:04:09.526057
380,70,21,2024-06-26 18:58:11.993303
381,44,12,2024-01-06 08:43:44.989982
382,20,65,2024-01-27 04:56:39.845893
383,49,12,2024-04-11 19:16:10.085847
384,28,16,2024-04-14 01:25:21.900746
385,19,13,2024-07-05 14:23:13.814001
386,68,96,2024-06-09 00:11:56.057482
387,51,78,2024-05-25 01:38:20.052124
388,69,47,2024-06-26 12:24:40.298642
389,60,61,2024-03-28 00:40:55.428529
390,83,11,2024-07-27 02:50:37.819002
391,63,100,2024-06-22 16:15:40.826926
392,65,12,2024-04-21 19:05:48.405534
393,8,84,2024-09-12 20:27:37.956638
394,62,92,2024-04-26 03:42:25.237530
395,46,93,2024-08-01 18:21:08.992343
396,52,1,2024-04-22 13:07:30.651524
397,5,37,2024-09-22 17:08:21.839540
398,15,32,2024-07-15 03:35:25.627522
399,26,86,2024-07-02 15:25:08.942047
400,7,18,2024-09-09 22:33:40.833057
401,31,70,2024-08-21 12:46:07.362740
402,10,78,2024-05-01 00:08:58.138431
403,38,31,2024-07-08 13:35:41.256368
404,9,8,2024-06-12 01:23:09.902771
405,59,42,2024-01-03 14:39:44.748583
406,7,5,2024-07-25 16:53:39.411362
407,80,16,2024-04-11 00:25:03.684039
408,31,4,2024-08-21 03:09:16.328086
409,59,57,2024-05-31 16:05:38.343907
410,18,71,2024-01-10 09:05:45.039636
411,2,85,2024-08-02 13:47:56.693197
412,61,63,2024-03-10 16:51:12.034013
413,94,67,2024-04-27 02:34:11.644692
414,15,54,2024-05-21 09:52:14.486798
415,58,19,2024-08-27 21:03:43.984908
416,59,21,2024-05-09 10:10:55.012179
417,5,40,2024-01-13 17:53:09.766392
418,43,28,2024-06-18 14:02:44.263911
419,80,84,2024-07-31 12:36:41.551862
420,12,96,2024-05-20 23:09:38.831065
421,22,17,2024-08-18 00:21:53.055754
422,43,12,2024-06-26 08:51:19.166241
423,17,80,2024-05-17 20:53:39.749427
424,95,34,2024-04-12 08:04:28.982330
425,3,0,2024-01-29 01:46:49.653868
426,11,87,2024-01-25 21:34:07.960120
427,35,43,2024-06-21 01:53:18.730722
428,10,8,2024-03-12 15:45:52.932048
429,22,42,2024-08-06 01:06:55.246948
430,12,10,2024-09-11 13:24:28.784959
431,90,12,2024-03-18 16:46:13.695831
432,11,17,2024-02-20 06:07:01.117787
433,45,10,2024-01-28 14:21:25.778661
434,85,2,2024-08-03 23:13:22.824592
435,91,68,2024-01-08 08:21:01.704476
436,60,98,2024-03-07 00:45:08.688955
437,78,11,2024-08-13 18:05:08.821649
438,23,88,2024-02-19 14:33:15.875964
439,81,84,2024-07-28 23:32:09.603116
440,26,7,2024-08-14 02:51:23.310825
441,38,61,2024-07-04 06:16:35.491407
442,45,93,2024-04-02 14:16:16.585089
443,80,18,2024-01-26 13:50:39.018432
444,75,31,2024-05-01 03:09:40.634279
445,3,88,2024-07-29 02:01:19.808977
446,75,8,2024-06-17 03:54:54.218692
447,73,28,2024-04-26 12:49:42.458905
448,38,57,2024-08-26 18:51:23.972190
449,59,50,2024-05-12 17:05:02.214130
450,63,68,2024-04-07 13:58:14.327436
451,81,66,2024-05-08 17:43:14.258814
452,42,47,2024-04-01 18:33:52.916723
453,64,23,2024-05-10 02:30:37.731247
454,83,82,2024-05-28 18:43:27.306364
455,15,85,2024-07-26 11:28:14.763392
456,9,84,2024-02-18 12:39:04.867978
457,26,100,2024-08-22 14:50:58.063521
458,11,71,2024-05-22 16:35:58.316949
459,62,43,2024-03-12 21:42:56.836431
460,1,65,2024-04-01 09:25:01.389710
461,49,0,2024-07-25 19:08:28.051069
462,44,32,2024-05-06 00:29:52.085765
463,60,96,2024-02-01 11:08:46.666501
464,31,56,2024-06-20 17:06:13.495590
465,1,65,2024-02-19 22:57:23.411747
466,70,25,2024-02-13 18:49:50.265718
467,72,23,2024-03-19 10:50:18.188709
468,84,64,2024-04-13 10:07:37.272612
469,53,77,2024-02-15 02:42:17.430389
470,11,60,2024-08-23 22:47:56.387929
471,70,29,2024-09-05 02:35:48.130990
472,28,1,2024-03-02 19:04:18.433283
473,31,68,2024-08-20 19:05:22.619380
474,44,0,2024-02-24 06:41:40.223232
475,24,44,2024-07-13 18:02:12.138403
476,15,66,2024-03-14 21:53:02.652194
477,34,82,2024-08-22 09:43:10.132447
478,11,85,2024-05-19 04:20:57.897847
479,69,44,2024-08-29 06:05:36.645619
480,94,96,2024-04-18 00:42:47.288764
481,93,46,2024-04-03 12:25:30.576816
482,90,25,2024-01-16 13:26:53.591919
483,84,80,2024-02-25 05:41:00.458158
484,72,65,2024-02-07 00:42:52.649560
485,94,61,2024-09-17 10:12:08.746335
486,19,12,2024-01-25 12:35:34.240436
487,63,38,2024-01-21 00:19:49.168647
488,26,79,2024-09-06 14:36:04.986669
489,50,90,2024-05-25 04:10:53.257865
490,11,23,2024-04-14 00:36:24.129426
491,42,10,2024-04-19 14:46:28.447871
492,66,45,2024-03-25 15:25:20.502930
493,11,77,2024-02-06 07:12:51.533303
494,19,87,2024-03-04 22:08:46.679642
495,80,91,2024-04-21 23:00:44.202753
496,92,68,2024-01-14 15:41:26.630574
497,39,28,2024-05-14 05:42:53.763068
498,41,58,2024-02-20 17:59:33.499226
499,6,70,2024-02-18 08:02:07.710763
500,79,23,2024-01-24 02:34:04.415405
501,98,68,2024-07-04 08:05:05.099955
502,31,43,2024-07-17 09:39:07.671226
503,24,19,2024-06-20 02:07:04.683088
504,40,8,2024-07-08 18:47:04.041937
505,10,16,2024-03-30 23:59:49.845063
506,36,54,2024-03-08 11:05:10.948539
507,39,0,2024-05-09 22:08:28.790395
508,74,58,2024-05-05 04:32:49.811604
509,8,56,2024-07-14 17:37:27.765573
510,54,78,2024-07-26 16:25:05.120471
511,45,37,2024-01-31 03:05:44.876530
512,99,60,2024-07-31 10:04:28.960799
513,53,76,2024-05-20 23:55:21.531261
514,6,50,2024-02-07 10:07:43.767396
515,95,1,2024-09-17 18:21:50.330862
516,21,71,2024-05-17 08:38:27.415046
517,68,71,2024-02-07 14:52:47.354013
518,28,76,2024-04-07 19:59:39.922134
519,67,16,2024-04-25 19:02:45.420731
520,51,42,2024-05-25 02:00:20.045002
521,99,69,2024-07-16 17:03:48.883321
522,40,56,2024-09-19 00:53:08.737485
523,84,43,2024-01-09 12:28:27.101757
524,79,6,2024-04-05 06:13:12.288028
525,78,84,2024-07-12 11:09:47.309329
526,96,15,2024-09-09 16:42:50.764434
527,27,59,2024-02-20 18:48:11.662940
528,81,48,2024-04-06 18:11:35.921818
529,39,65,2024-03-28 16:00:58.237605
530,17,25,2024-07-18 13:56:35.684735
531,74,41,2024-08-26 20:48:31.771058
532,58,70,2024-06-22 07:49:42.515885
533,27,41,2024-08-29 06:27:22.334522
534,82,10,2024-06-01 04:47:30.928346
535,93,45,2024-09-13 06:10:13.011923
536,93,58,2024-08-30 20:18:34.374851
537,20,58,2024-07-18 08:32:22.651806
538,71,91,2024-03-01 12:19:13.788751
539,88,43,2024-06-26 13:20:24.181276
540,72,79,2024-02-09 23:15:38.155368
541,91,3,2024-05-06 17:20:54.007859
542,10,87,2024-02-18 16:31:31.233559
543,3,29,2024-06-11 16:17:06.954132
544,29,86,2024-03-04 07:00:29.659346
545,76,27,2024-08-15 23:15:36.939881
546,15,47,2024-05-24 20:59:10.078709
547,21,85,2024-01-08 06:49:38.229389
548,30,10,2024-09-14 00:43:29.989811
549,86,75,2024-06-14 02:58:39.186083
550,63,6,2024-09-06 00:55:24.561916
551,97,68,2024-05-09 21:40:32.036360
552,27,56,2024-07-16 03:51:53.946227
553,75,60,2024-01-04 17:37:41.768276
554,19,70,2024-09-07 09:59:24.665662
555,40,75,2024-02-22 19:30:43.079750
556,68,89,2024-08-14 03:10:24.127782
557,57,29,2024-01-23 22:55:55.546654
558,54,42,2024-02-10 07:39:56.313722
559,1,38,2024-07-08 07:56:45.351467
560,64,0,2024-05-11 01:25:58.308287
561,19,42,2024-01-31 11:34:44.663843
562,63,73,2024-03-08 06:36:56.179251
563,100,72,2024-08-22 12:10:24.162093
564,59,20,2024-09-12 09:11:49.387232
565,41,77,2024-05-28 20:51:49.939698
566,14,79,2024-02-27 00:19:50.372047
567,93,39,2024-09-06 16:33:04.677745
568,11,21,2024-05-24 19:46:40.682525
569,81,44,2024-04-02 02:36:35.852787
570,99,2,2024-09-04 00:06:54.439655
571,53,57,2024-05-04 15:47:27.806691
572,33,80,2024-01-13 00:42:34.568806
573,77,98,2024-06-27 21:04:58.872795
574,84,83,2024-02-08 10:15:31.120533
575,2,36,2024-05-11 15:47:31.848926
576,84,17,2024-07-22 09:09:47.676814
577,8,0,2024-04-29 13:53:54.201192
578,50,1,2024-04-07 20:28:47.608492
579,91,43,2024-05-16 03:06:49.749877
580,46,49,2024-09-21 09:39:12.537068
581,60,91,2024-07-05 02:13:32.783022
582,87,74,2024-01-03 07:57:42.184633
583,58,87,2024-01-04 22:42:09.126542
584,23,35,2024-06-08 16:24:08.652717
585,20,0,2024-09-12 20:26:51.898147
586,1,28,2024-01-19 00:52:23.133033
587,2,0,2024-07-08 01:27:56.204150
588,65,78,2024-04-11 02:12:41.191123
589,61,100,2024-09-01 14:14:11.218375
590,42,81,2024-02-15 16:52:27.747507
591,92,89,2024-02-05 12:01:48.575721
592,14,78,2024-08-27 12:56:11.511135
593,90,83,2024-09-16 21:22:26.791454
594,59,33,2024-06-09 18:08:02.389983
595,94,68,2024-07-25 14:32:37.981957
596,57,56,2024-08-14 08:17:29.408546
597,20,77,2024-08-06 11:20:02.053170
598,93,4,2024-03-12 01:37:39.125439
599,94,94,2024-05-12 15:17:56.948466
600,69,86,2024-08-02 01:20:42.642424
601,26,66,2024-05-14 09:28:47.825409
602,8,28,2024-08-08 00:01:34.041621
603,92,96,2024-06-02 05:41:13.334835
604,57,87,2024-06-28 21:24:59.613820
605,68,41,2024-07-26 18:48:45.624569
606,64,88,2024-03-06 15:22:02.657074
607,58,94,2024-02-17 22:48:02.724067
608,24,4,2024-03-16 05:48:06.679452
609,78,82,2024-03-30 22:49:57.700298
610,79,84,2024-06-04 16:53:42.711336
611,12,35,2024-06-13 09:00:16.160957
612,15,19,2024-08-29 05:17:28.341962
613,68,58,2024-03-23 23:47:23.855580
614,25,58,2024-01-20 13:55:08.871300
615,44,10,2024-03-31 18:28:41.622432
616,67,55,2024-07-31 20:58:19.551590
617,89,45,2024-03-15 12:25:54.720841
618,2,40,2024-07-17 21:26:16.319987
619,64,54,2024-09-18 19:31:59.589272
620,90,33,2024-01-18 05:05:49.155588
621,88,85,2024-08-31 01:12:37.673422
622,78,42,2024-08-05 10:54:48.640576
623,47,100,2024-06-02 08:49:21.129349
624,55,63,2024-08-17 08:55:49.378576
625,22,70,2024-06-14 17:48:30.797466
626,78,22,2024-03-25 03:55:24.947450
627,20,65,2024-02-02 14:57:36.766540
628,79,96,2024-01-22 08:55:25.069840
629,8,57,2024-07-27 11:38:53.088766
630,48,29,2024-01-05 21:45:01.696311
631,6,10,2024-07-29 05:58:29.797233
632,96,35,2024-02-24 11:10:53.713381
633,25,3,2024-06-17 21:26:57.775511
634,21,83,2024-08-20 10:36:43.663676
