product_id,name,category_id,supplier_id,price,stock,promotion_id
234,seven,2,33,233.75,64,57
235,red,4,57,278.86,35,91
236,eight,1,27,989.85,78,62
237,season,5,31,245.93,99,55
238,color,1,49,343.75,52,1
239,important,2,38,627.43,59,16
240,system,2,93,669.35,38,6
241,how,3,23,145.88,80,81
242,know,8,100,970.66,43,35
243,clearly,1,2,663.25,16,66
244,issue,4,99,683.84,96,21
245,pretty,6,50,702.65,59,44
246,difficult,4,31,355.11,20,78
247,debate,3,8,259.51,68,39
248,have,3,51,702.42,60,6
249,machine,4,38,421.08,39,56
250,entire,6,91,541.3,81,97
251,share,8,75,612.29,24,91
252,alone,1,85,296.25,80,48
253,fine,3,74,595.81,9,42
254,lawyer,7,87,315.36,26,16
255,join,2,87,874.13,0,42
256,coach,1,70,681.15,21,24
257,run,2,86,936.22,85,47
258,receive,7,4,649.01,97,58
259,big,1,57,290.39,99,37
260,worry,3,68,899.5,70,3
261,office,4,71,863.84,37,60
262,simply,1,77,684.7,33,17
263,position,6,53,528.86,88,38
264,language,8,69,525.91,71,65
265,design,4,40,118.65,4,24
266,interesting,8,98,895.72,15,83
267,relate,2,65,433.41,57,1
268,west,3,38,757.84,92,49
269,lot,3,64,311.23,40,48
270,family,1,97,114.85,29,23
271,whatever,2,23,759.62,55,63
272,believe,8,80,751.04,70,38
273,discussion,8,66,899.83,69,27
274,movie,3,17,103.48,60,40
275,national,7,31,845.96,100,65
276,house,3,13,753.95,41,56
277,reach,2,67,873.88,73,68
278,watch,4,6,346.47,100,52
279,without,4,36,763.02,42,58
280,spend,2,10,429.71,40,88
281,enter,6,4,496.32,1,13
282,democratic,3,98,762.21,33,53
283,least,7,88,343.52,71,5
284,mission,1,55,64.09,4,54
285,may,7,93,170.57,98,39
286,serve,1,9,967.42,57,77
287,art,5,48,585.82,80,52
288,style,7,82,222.47,87,16
289,include,8,26,252.64,31,10
290,almost,3,64,99.4,92,55
291,star,7,62,530.35,12,84
292,everything,3,11,345.72,50,40
293,chair,7,89,429.06,35,96
294,determine,2,99,35.95,84,77
295,manage,2,53,115.65,60,19
296,identify,4,93,600.97,40,59
297,subject,1,6,668.79,83,97
298,since,1,95,410.32,84,66
299,special,2,38,317.97,81,84
300,factor,4,33,45.71,57,55
301,forget,6,64,228.84,1,88
302,though,7,69,769.63,34,42
303,field,4,40,452.93,16,86
304,into,7,54,686.49,91,28
305,consider,7,16,310.07,46,23
306,near,7,36,66.04,4,76
307,night,7,9,408.65,68,29
308,raise,5,39,638.34,67,72
309,morning,2,50,791.88,11,13
310,suggest,8,60,158.72,74,32
311,none,6,90,881.28,59,83
312,politics,8,87,541.54,69,30
313,early,5,67,295.91,57,34
314,rather,3,58,693.33,46,95
315,firm,4,6,373.74,59,6
316,environmental,6,29,748.05,18,64
317,term,1,26,982.88,47,12
318,Democrat,3,1,386.3,50,87
319,development,2,39,349.32,6,11
320,then,1,84,956.3,17,22
321,opportunity,8,89,124.53,57,83
322,necessary,8,25,330.29,84,5
323,close,1,89,748.77,63,97
324,site,7,75,76.62,82,83
325,inside,5,56,99.34,57,26
326,appear,7,5,126.61,17,62
327,our,4,5,816.37,5,53
328,move,5,63,914.37,100,14
329,reality,2,56,815.82,35,85
330,woman,1,41,606.1,82,49
331,huge,4,96,696.31,20,21
332,sound,2,7,562.25,95,4
333,market,4,63,49.96,99,53
334,clear,3,77,677.67,65,42
335,college,4,41,444.77,28,83
336,politics,4,17,44.92,6,29
337,still,6,64,670.38,48,61
338,something,2,60,606.43,18,69
339,budget,4,8,220.74,98,44
340,top,5,52,535.96,49,18
341,least,6,89,281.73,36,80
342,weight,7,57,624.73,84,77
343,outside,5,55,681.65,99,38
344,at,6,22,924.69,95,48
345,oil,8,66,455.69,69,12
346,pattern,6,6,640.23,86,86
347,single,2,18,558.47,4,75
348,shoulder,6,82,532.58,100,8
349,word,3,49,461.21,47,22
350,how,4,32,432.89,70,83
351,almost,7,45,814.96,68,21
352,at,5,49,852.24,53,30
353,increase,4,43,369.36,81,61
354,media,6,91,660.45,93,96
355,land,3,42,239.03,28,36
356,Democrat,6,58,559.66,76,41
357,catch,3,30,498.81,90,59
358,owner,1,70,550.41,19,72
359,city,3,48,646.3,79,16
360,that,1,68,688.24,8,63
361,family,2,90,427.19,73,76
362,machine,4,39,626.84,61,91
363,second,6,15,36.44,63,32
364,rate,4,10,852.44,61,81
365,notice,6,66,533.52,62,86
366,throughout,3,63,60.72,46,82
367,affect,2,76,948.7,41,28
368,produce,3,3,943.07,10,44
369,public,8,58,270.1,100,51
370,herself,4,31,453.52,90,34
371,need,2,20,754.04,45,49
372,today,5,83,213.01,87,98
373,event,3,43,966.66,99,20
374,visit,2,80,751.6,26,19
375,house,1,26,961.77,30,28
376,west,5,32,87.34,0,17
377,your,1,57,142.79,93,1
378,community,8,97,304.37,85,39
379,red,5,14,197.75,73,71
380,west,2,73,17.24,48,96
381,education,5,20,472.59,73,64
382,watch,3,83,879.11,89,34
383,assume,7,99,249.27,32,66
384,change,3,7,776.63,32,83
385,whom,3,85,53.98,33,42
386,without,8,9,866.57,100,14
387,relationship,7,47,399.12,92,48
388,pull,2,44,523.66,97,8
389,data,5,31,856.06,86,64
390,exist,6,60,579.61,14,97
391,billion,6,16,818.86,30,1
392,back,7,51,845.76,14,90
393,activity,8,46,343.08,6,63
394,entire,8,68,55.13,74,33
395,concern,8,49,84.06,46,8
396,argue,2,88,395.24,90,64
397,ever,8,35,289.09,39,96
398,last,4,30,804.23,60,19
399,happy,8,13,530.04,90,3
400,top,7,98,194.01,1,77
401,service,6,4,328.79,99,24
402,enter,2,13,690.09,36,55
403,figure,8,41,55.31,13,24
404,really,1,21,889.86,32,77
405,past,6,8,117.37,51,62
406,thus,3,31,143.3,29,84
407,learn,3,49,78.92,29,100
408,none,2,32,888.18,17,88
409,such,3,78,532.38,23,32
410,star,7,94,822.88,56,86
411,hard,2,51,71.65,94,15
412,politics,6,75,249.58,37,72
413,international,6,54,363.93,12,85
414,thank,3,82,648.87,35,25
415,professor,7,67,637.73,64,38
416,religious,5,53,665.76,18,48
417,notice,1,11,282.52,47,83
418,type,7,49,301.15,2,65
419,reflect,2,61,216.87,67,68
420,fill,5,18,55.41,1,58
421,west,4,86,838.66,46,43
422,as,7,1,237.24,31,71
423,when,3,23,359.25,27,6
424,religious,5,83,367.73,97,64
425,upon,5,70,611.58,21,42
426,party,4,64,554.97,92,83
427,number,3,5,222.31,84,48
428,candidate,1,24,202.48,95,5
429,indicate,2,77,699.87,56,90
430,low,6,34,160.89,72,86
431,opportunity,3,25,12.91,29,64
432,school,6,7,703.82,87,73
433,arm,4,17,354.91,3,43
434,pattern,7,30,355.93,50,90
435,a,3,48,928.8,56,20
436,state,5,80,718.42,65,98
437,window,8,17,35.66,48,10
438,next,1,61,741.18,64,94
439,his,6,37,159.42,50,57
440,his,6,12,844.25,54,1
441,news,5,75,873.1,28,77
442,figure,4,52,227.81,18,27
443,style,8,31,534.34,55,74
444,Democrat,3,2,83.75,3,49
445,language,2,61,620.16,25,72
446,he,2,73,685.69,8,98
447,sell,3,88,996.71,1,10
448,power,4,34,908.89,45,24
449,player,4,27,317.82,39,26
450,red,1,62,34.61,65,92
451,age,8,57,815.11,36,16
452,hour,7,61,239.09,45,9
453,join,6,6,876.24,22,39
454,benefit,5,64,141.71,91,69
455,evidence,6,29,497.3,93,68
456,plan,7,78,653.41,23,56
457,team,4,99,690.5,100,87
458,too,7,23,260.3,25,10
459,view,1,66,350.14,23,8
460,once,8,90,579.78,62,19
461,identify,6,37,113.03,88,49
462,young,4,51,133.76,95,18
463,mean,8,95,52.24,20,45
464,fall,3,39,19.78,89,6
465,each,6,10,173.71,33,8
466,wonder,3,51,449.82,0,93
467,energy,1,52,595.14,95,16
468,course,5,3,462.59,11,94
469,sometimes,5,30,639.14,79,33
470,western,3,11,660.42,21,82
471,special,3,57,56.12,16,86
472,really,8,27,748.86,20,64
473,believe,6,5,586.45,14,73
474,fight,1,43,655.31,5,63
475,today,3,1,626.39,37,96
476,simply,6,8,652.12,16,35
477,again,2,87,898.37,45,54
478,democratic,5,30,173.41,89,84
479,serve,5,92,184.84,3,29
480,either,6,59,649.24,58,100
481,step,5,13,777.66,87,76
482,church,3,27,905.63,41,49
483,would,5,80,680.66,91,1
484,very,8,96,401.95,56,84
485,here,2,37,165.43,68,60
486,why,4,90,375.64,53,54
487,community,8,56,277.35,82,87
488,likely,1,60,437.61,2,87
489,high,6,5,602.18,65,26
490,window,1,93,392.32,95,22
491,decision,3,77,512.15,91,68
492,respond,8,51,88.5,30,32
493,left,2,19,39.68,43,37
494,avoid,6,29,220.8,51,84
495,company,1,25,816.03,34,67
496,share,8,37,792.31,98,47
497,three,8,64,899.92,55,100
498,imagine,2,70,882.26,42,11
499,five,1,49,386.01,9,90
500,soldier,1,39,796.14,39,1
501,administration,2,2,739.09,50,71
502,history,7,40,337.06,79,52
503,relationship,5,32,840.88,4,16
504,exist,1,33,262.66,92,54
505,sound,3,80,796.44,49,67
506,crime,4,57,167.76,34,81
507,least,1,91,562.74,20,21
508,career,8,3,711.97,51,36
509,suffer,1,40,565.39,80,80
510,open,4,45,807.6,46,21
511,property,4,88,31.49,63,95
512,allow,5,72,145.72,70,69
513,their,8,60,914.21,27,100
514,car,6,33,94.65,90,86
515,total,1,74,496.09,60,18
516,radio,3,52,433.67,15,3
517,we,5,45,104.87,7,12
518,nature,4,5,460.61,78,91
519,court,3,81,749.13,20,10
520,town,5,39,652.68,55,68
521,hard,5,81,348.25,79,61
522,significant,4,93,837.9,23,19
523,class,8,42,960.76,99,98
524,drive,3,35,692.37,1,19
525,cultural,1,84,213.79,75,27
526,either,2,13,808.54,26,82
527,drug,6,59,815.8,88,50
528,ten,4,55,142.31,4,24
529,require,6,15,533.28,1,42
530,own,3,4,113.04,69,14
531,win,8,73,359.24,42,18
532,smile,5,13,157.1,25,16
533,political,6,76,529.64,93,88
534,service,2,77,17.68,50,20
535,save,2,39,906.95,51,28
536,become,4,40,445.88,35,13
537,up,6,14,648.49,22,65
538,group,8,41,412.69,79,19
539,group,7,12,501.47,91,94
540,owner,7,62,496.38,25,43
541,form,6,96,207.55,44,33
542,yard,7,18,583.62,34,34
543,former,4,1,458.76,97,46
544,practice,2,66,225.38,46,29
545,firm,8,43,931.15,87,55
546,speak,4,11,947.49,25,62
547,believe,1,76,716.66,33,53
548,cut,4,31,689.81,8,70
549,region,6,52,275.34,49,18
550,performance,1,67,535.14,38,84
551,close,6,64,337.14,82,98
552,medical,2,21,687.04,34,96
553,democratic,6,70,285.31,30,33
554,wait,2,24,909.64,73,70
555,old,7,40,807.29,78,80
556,standard,5,60,553.37,57,98
557,purpose,3,16,868.82,11,50
558,large,4,43,338.37,19,17
559,customer,3,63,940.54,56,84
560,describe,4,70,470.03,26,48
561,tree,5,75,869.8,43,52
562,test,2,92,758.64,100,46
563,reduce,8,66,516.29,13,44
564,improve,6,19,880.64,13,31
565,front,8,48,275.71,35,37
566,me,5,7,564.83,98,63
567,window,6,18,186.48,17,16
568,daughter,8,17,120.09,52,99
569,choose,5,23,962.16,90,43
570,worry,7,15,66.83,97,93
571,decade,8,36,651.87,83,25
572,less,3,2,233.02,15,35
573,position,2,27,469.34,1,2
574,president,1,16,527.49,82,39
575,such,1,29,89.98,43,58
576,trip,2,55,994.99,45,69
577,yes,8,30,942.02,92,14
578,task,2,90,139.53,37,25
579,research,3,53,684.79,16,12
580,it,7,1,990.01,7,75
581,lay,8,36,380.84,89,47
582,according,1,30,628.05,57,15
583,ten,5,35,863.71,14,8
584,environmental,3,24,57.46,69,39
585,mission,2,32,567.73,77,51
586,society,7,22,155.9,42,90
587,special,1,14,243.92,47,21
588,determine,1,22,349.06,97,2
589,make,2,60,852.58,25,34
590,say,1,36,231.83,40,55
591,quite,5,72,739.19,17,93
592,sure,2,99,680.16,42,87
593,condition,3,39,993.26,89,51
594,form,5,45,263.15,74,88
595,wind,4,99,167.16,69,75
596,since,5,84,781.04,33,2
597,total,6,35,605.86,48,56
598,list,3,58,818.31,65,87
599,against,3,80,758.99,55,75
600,TV,4,41,490.63,50,76
601,eat,8,70,370.59,63,38
602,time,4,15,264.15,21,79
603,market,2,25,642.8,26,17
604,become,2,5,91.22,58,77
605,oil,7,2,948.07,42,12
606,edge,1,79,122.77,13,38
607,yes,4,47,499.19,37,11
608,herself,5,32,417.19,52,50
609,reveal,2,60,109.56,51,69
610,might,6,53,682.05,10,53
611,democratic,6,51,824.79,20,43
612,risk,2,72,936.46,65,91
613,I,3,10,819.03,81,91
614,fear,1,100,779.68,66,64
615,forward,3,20,794.76,11,59
616,among,8,97,375.91,99,54
617,she,4,45,292.33,73,35
618,exactly,7,39,455.92,70,11
619,actually,5,76,46.79,36,57
620,impact,6,17,903.66,99,8
621,no,5,57,547.88,91,94
622,remember,5,95,365.07,33,65
623,already,4,94,187.92,52,53
624,audience,1,63,495.15,77,4
625,prepare,7,29,462.92,68,88
626,day,1,4,118.55,20,99
627,stock,6,68,159.42,96,89
628,explain,3,93,496.35,96,26
629,likely,1,2,283.59,24,62
630,teacher,6,90,822.74,57,54
631,from,4,37,548.82,28,44
632,set,4,13,168.98,44,14
633,of,4,19,164.46,71,15
634,kid,1,1,705.96,30,37
635,produce,7,59,630.88,61,8
636,money,8,39,408.78,49,82
637,successful,8,77,481.54,87,91
638,executive,2,95,550.23,10,35
639,crime,2,4,820.92,52,25
640,guy,1,61,978.2,31,85
641,brother,5,34,904.68,34,14
642,anything,8,74,200.61,60,69
643,drug,2,81,827.58,36,83
644,tell,5,44,610.09,95,36
645,station,2,74,325.06,65,13
646,those,8,48,840.98,35,46
647,resource,8,74,346.35,38,28
648,begin,6,64,961.68,40,31
649,west,4,7,655.89,69,77
650,student,5,24,388.72,12,56
651,whole,8,31,776.14,36,41
652,wear,3,17,548.31,42,100
653,we,3,35,23.91,42,46
654,same,3,61,266.51,24,24
655,detail,3,40,629.97,86,99
656,us,6,54,61.21,83,83
657,miss,5,51,413.95,78,57
658,rate,3,28,886.97,94,10
659,everyone,8,64,105.17,18,34
660,effort,6,29,875.8,64,42
661,last,8,48,853.88,32,22
662,debate,1,100,745.06,81,11
663,north,4,39,325.93,60,71
664,sense,2,15,127.15,96,77
665,save,5,39,361.41,47,50
666,recent,7,92,252.17,20,54
667,government,2,22,485.17,85,73
668,subject,4,90,852.73,4,6
669,direction,6,82,546.22,11,57
670,during,7,37,986.97,68,84
671,interest,4,95,450.44,85,26
672,none,1,49,215.04,51,36
673,piece,2,33,158.93,30,14
674,buy,4,6,277.61,97,64
675,memory,1,80,787.67,1,8
676,since,3,75,916.17,35,39
677,analysis,4,19,521.28,39,20
678,against,2,86,136.36,47,28
679,from,7,68,949.33,73,1
680,well,8,81,82.02,73,18
681,computer,7,4,955.4,37,61
682,sound,8,55,531.51,91,100
683,around,6,46,42.3,7,81
684,senior,1,95,148.08,0,94
685,other,5,39,378.78,83,91
686,kid,6,60,126.21,68,94
687,argue,7,54,310.18,9,16
688,everything,6,32,770.74,56,70
689,protect,7,98,194.08,65,41
690,trouble,5,63,565.63,85,87
691,prove,7,89,525.87,66,60
692,that,1,69,329.01,90,59
693,pay,7,15,793.52,91,84
694,know,8,92,343.62,44,95
695,as,1,63,135.59,94,23
696,drug,6,29,717.35,60,70
697,range,4,89,905.36,20,100
698,six,2,54,165.35,12,47
699,television,5,82,366.35,68,72
700,establish,1,30,319.76,89,73
701,drug,4,74,484.78,46,24
702,ok,4,74,145.58,37,63
703,among,1,63,294.31,21,60
704,news,8,21,345.57,28,29
705,notice,2,22,240.2,25,43
706,new,8,43,868.69,8,3
707,modern,2,60,123.39,22,42
708,nor,7,70,690.53,94,34
709,central,1,21,796.3,69,48
710,cultural,4,34,209.03,57,54
711,tend,2,34,734.83,51,36
712,let,2,42,38.66,48,59
713,start,3,34,919.35,24,56
714,affect,3,15,785.65,65,31
715,teach,1,92,241.89,30,77
716,sport,1,15,822.37,91,13
717,none,2,56,697.83,36,42
718,peace,3,97,636.2,20,7
719,type,8,41,67.29,42,84
720,different,4,70,223.57,29,19
721,difficult,1,25,232.86,37,40
722,travel,7,26,127.17,40,81
723,issue,2,84,679.75,8,17
724,tonight,7,38,820.8,66,4
725,executive,3,71,619.77,76,72
726,agree,5,36,486.31,97,55
727,take,5,84,94.72,89,59
728,in,7,68,112.64,47,96
729,international,3,46,549.54,63,60
730,score,4,63,30.18,74,14
731,someone,5,71,353.5,19,49
732,director,6,42,668.14,10,14
733,amount,6,95,413.31,80,61
734,year,3,39,862.57,21,14
735,only,2,87,123.08,10,45
736,site,4,55,801.27,21,79
737,public,8,36,449.3,81,34
738,record,1,6,519.68,28,47
739,lose,7,16,560.34,56,72
740,above,2,98,615.34,45,29
741,phone,6,7,811.16,58,43
742,certainly,6,97,823.3,84,54
743,field,5,95,161.13,51,75
744,skill,6,70,572.17,55,65
745,consumer,1,67,123.3,25,46
746,Republican,7,22,847.43,20,79
747,including,2,36,689.72,12,26
748,write,2,6,667.42,73,47
749,former,2,26,703.31,3,53
750,growth,5,52,741.69,35,68
751,speech,3,76,762.82,53,83
752,again,6,68,501.65,100,8
753,probably,3,93,410.47,85,28
754,message,7,6,689.62,59,87
755,firm,4,30,836.96,29,97
756,join,5,29,320.21,63,92
757,teach,8,1,580.92,10,23
758,draw,2,20,685.34,93,84
759,wish,2,70,967.12,45,92
760,few,7,61,317.18,19,55
761,report,1,51,994.32,94,62
762,seek,6,62,264.33,50,28
763,hot,4,89,220.26,88,68
764,central,5,35,239.12,78,39
765,nature,1,76,718.34,77,76
766,follow,7,35,858.01,97,60
767,evidence,8,60,393.01,82,41
768,value,2,95,356.99,20,75
769,there,6,8,316.53,62,43
770,service,4,51,15.74,28,46
771,without,4,8,772.12,88,8
772,fill,2,14,234.72,21,50
773,character,8,58,207.64,78,88
774,stock,5,24,842.0,62,100
775,half,7,36,310.37,50,52
776,cause,6,23,484.46,1,48
777,sing,1,99,71.34,16,40
778,media,2,90,748.74,99,17
779,argue,5,52,285.89,61,68
780,few,2,50,625.8,40,22
781,cause,2,6,44.61,72,46
782,against,5,9,87.23,41,3
783,hand,4,41,802.65,83,96
784,cell,3,42,501.4,40,8
785,discover,1,6,883.35,60,61
786,Mrs,8,75,45.39,27,48
787,table,8,73,42.34,91,28
788,specific,6,64,979.16,84,39
789,citizen,4,69,806.94,55,43
790,that,1,50,710.82,10,1
791,space,6,49,827.52,1,63
792,see,6,17,400.58,64,22
793,guy,8,24,471.01,59,47
794,big,4,38,626.84,95,7
795,small,3,93,673.97,6,86
796,decision,1,50,908.07,51,71
797,leave,3,64,219.66,35,51
798,whatever,7,47,98.54,22,13
799,southern,8,91,435.07,92,4
800,any,7,94,677.08,31,68
801,open,1,58,748.75,84,85
802,let,5,49,635.11,18,24
803,center,1,23,349.24,21,58
804,call,1,44,311.65,9,70
805,maintain,8,13,696.39,99,8
806,technology,1,52,421.09,95,85
807,one,5,97,364.55,90,13
808,model,6,54,795.86,52,9
809,home,7,7,230.68,90,9
810,may,3,52,277.45,6,90
811,pressure,3,74,408.23,34,50
812,recently,3,89,671.16,4,26
813,goal,1,40,172.83,49,1
814,tell,8,74,354.97,72,84
815,plant,5,38,207.07,57,68
816,officer,8,84,299.06,65,21
817,like,7,83,748.63,15,97
818,news,7,47,210.75,56,40
819,president,1,53,744.75,71,20
820,artist,3,28,602.16,14,41
821,building,6,92,302.64,51,1
822,wonder,8,30,857.79,64,80
823,too,7,76,426.34,30,16
824,end,5,98,350.91,71,80
825,know,4,95,346.66,58,21
826,strategy,5,59,203.33,96,18
827,and,1,86,929.73,10,34
828,main,4,97,59.75,74,74
829,within,2,61,927.17,0,5
830,fill,7,62,371.52,74,83
831,hope,1,97,254.55,69,82
832,force,5,73,481.25,32,52
833,his,6,76,405.41,25,81
834,world,4,52,462.42,52,7
835,thing,5,88,883.99,86,17
836,argue,8,7,649.88,87,3
837,size,6,54,283.0,22,18
