order_id,customer_id,product_id,shipping_id,payment_id,return_id,quantity,order_date
38,36,50,97,35,12,7,2024-05-18 12:32:58.536515
39,49,91,2,17,55,2,2024-01-29 17:56:04.787074
40,65,26,56,83,77,4,2024-05-30 12:45:18.936674
41,12,89,20,4,86,3,2024-06-27 17:33:58.324512
42,79,35,28,49,10,3,2024-01-06 11:45:53.160445
43,71,59,28,61,52,5,2024-03-22 11:55:33.079518
44,47,40,79,89,17,7,2024-03-06 17:25:46.580270
45,56,94,99,53,68,9,2024-04-06 01:41:37.461981
46,82,74,62,92,16,2,2024-06-04 18:22:52.831313
47,21,10,76,92,15,7,2024-04-24 12:16:09.807098
48,41,28,97,76,26,3,2024-08-05 10:13:29.080670
49,97,98,75,65,98,10,2024-08-04 21:57:58.157512
50,38,37,39,46,66,5,2024-09-02 13:50:35.805720
51,3,88,83,35,93,10,2024-05-08 04:35:09.098117
52,46,51,69,98,28,9,2024-09-21 14:40:02.118286
53,53,24,55,82,46,5,2024-01-11 11:15:40.963998
54,8,41,48,64,9,3,2024-09-19 14:55:15.989446
55,64,85,88,22,30,8,2024-06-11 20:36:54.478341
56,17,37,56,45,44,2,2024-08-03 21:42:37.285382
57,30,52,28,75,15,3,2024-04-20 09:42:36.216143
58,81,43,88,50,11,5,2024-04-26 11:03:24.310629
59,78,70,95,56,98,2,2024-02-28 14:29:06.485693
60,26,21,53,62,25,6,2024-02-05 23:34:55.221310
61,79,69,37,15,20,10,2024-07-10 20:09:32.977289
62,19,64,72,45,19,2,2024-01-14 20:54:53.208019
63,32,53,35,42,90,8,2024-03-29 00:00:21.065780
64,68,72,81,13,26,7,2024-01-11 03:49:02.520557
65,11,26,83,75,83,3,2024-08-18 16:01:17.682833
66,59,82,81,32,41,2,2024-09-22 19:35:05.222898
67,94,10,47,1,15,8,2024-04-13 05:37:31.213964
68,60,53,50,57,40,3,2024-04-29 10:40:27.352941
69,35,89,48,47,100,10,2024-06-22 17:00:10.261708
70,56,32,13,92,43,4,2024-03-01 11:23:54.855474
71,93,60,94,15,50,6,2024-07-23 07:10:11.200549
72,58,32,58,6,18,9,2024-08-08 00:27:29.927451
73,54,88,49,88,97,9,2024-07-24 22:57:14.774407
74,71,90,71,32,8,7,2024-05-23 12:33:41.914470
75,84,100,68,38,45,1,2024-04-23 23:22:10.612780
76,90,59,18,73,18,8,2024-02-11 15:27:17.876122
77,16,82,53,26,29,4,2024-06-11 13:15:01.803112
78,18,53,37,59,47,9,2024-03-22 00:16:36.823197
79,3,20,24,10,5,6,2024-01-17 18:06:18.617710
80,38,43,81,6,45,10,2024-01-30 02:32:03.482560
81,99,58,30,20,66,1,2024-06-29 22:16:02.425435
82,71,1,80,12,44,5,2024-05-26 05:26:21.376538
83,71,27,55,99,65,8,2024-09-12 22:08:11.848119
84,88,84,15,13,48,1,2024-07-28 00:52:51.501534
85,3,42,46,3,38,4,2024-05-08 18:15:31.808908
86,80,16,10,15,67,8,2024-08-18 19:54:47.207571
87,41,59,28,71,8,10,2024-05-16 17:51:18.321909
88,3,69,90,85,96,9,2024-05-14 02:20:11.049702
89,58,61,18,58,52,4,2024-04-05 08:14:41.247634
90,57,15,55,86,30,10,2024-02-26 22:31:16.119424
91,80,12,67,7,54,9,2024-03-03 12:55:55.689760
92,56,56,35,98,15,7,2024-02-23 01:32:59.360722
93,12,19,64,6,20,5,2024-05-21 21:43:36.615136
94,24,94,99,37,56,4,2024-01-07 14:11:17.931821
95,69,76,15,44,71,8,2024-02-25 11:33:54.906437
96,92,20,88,79,42,6,2024-02-12 00:50:32.371748
97,77,40,99,24,40,2,2024-02-02 01:25:18.561123
98,94,81,7,65,77,8,2024-07-21 17:24:58.208268
99,36,35,23,65,15,9,2024-08-07 09:41:22.280016
100,31,83,91,56,43,4,2024-01-06 13:03:09.459273
101,59,6,14,86,20,7,2024-07-06 03:04:29.168726
102,55,76,9,16,70,6,2024-02-05 11:58:21.769351
103,82,47,99,20,93,6,2024-01-07 15:38:27.383607
104,3,50,76,59,77,3,2024-08-31 04:16:57.855392
105,30,59,87,8,46,10,2024-01-27 20:13:24.101779
106,46,48,51,64,64,1,2024-07-14 22:15:52.866561
107,82,61,88,93,93,2,2024-04-12 18:23:30.760706
108,91,24,87,84,23,6,2024-01-26 03:29:21.345744
109,95,69,3,53,18,10,2024-01-14 09:55:11.543859
110,79,54,56,6,70,2,2024-06-11 21:02:13.054466
111,38,69,65,60,2,6,2024-04-05 10:18:19.729894
112,95,68,91,78,21,1,2024-07-12 14:11:54.427101
113,26,32,11,67,79,4,2024-04-03 10:31:32.282779
114,8,65,87,25,7,10,2024-08-20 03:25:00.650180
115,44,69,52,62,22,6,2024-07-07 18:37:51.132068
116,34,15,34,14,24,8,2024-07-24 00:44:30.763899
117,75,55,86,54,29,8,2024-09-04 07:02:20.784462
118,51,51,87,85,17,10,2024-04-30 15:52:11.883090
119,62,85,64,66,56,6,2024-04-06 15:26:38.999745
120,82,24,73,1,40,8,2024-03-19 00:00:45.254000
121,1,51,82,9,51,10,2024-06-04 15:52:47.178159
122,32,68,89,8,49,2,2024-08-30 06:58:35.414109
123,26,74,42,96,94,8,2024-06-01 06:10:34.271400
124,20,50,67,12,91,2,2024-09-23 06:07:13.861538
125,60,94,21,87,20,1,2024-02-14 14:51:05.130595
126,19,66,5,2,89,10,2024-04-29 06:58:03.049409
127,9,37,8,40,32,1,2024-03-20 09:29:27.806584
128,19,59,17,14,82,2,2024-08-25 09:02:04.462328
129,68,87,41,84,100,1,2024-08-03 03:39:10.544473
130,100,82,29,77,12,3,2024-04-28 22:04:21.158800
131,98,32,78,98,1,3,2024-03-16 10:30:50.329876
132,13,73,84,64,43,1,2024-07-01 16:21:06.840719
133,1,77,75,26,63,2,2024-06-08 05:51:41.772927
134,48,52,41,30,58,3,2024-04-02 16:46:47.769486
135,30,82,45,84,50,8,2024-01-05 01:43:48.598894
136,11,93,19,53,93,2,2024-04-06 04:31:02.526376
137,86,70,81,1,87,7,2024-03-20 10:38:38.157294
138,70,2,80,43,9,7,2024-01-20 06:48:01.730156
139,27,76,64,7,12,4,2024-08-12 15:17:38.002352
140,22,67,30,14,54,2,2024-07-31 12:10:14.010934
141,91,100,83,7,51,7,2024-01-27 10:59:09.777192
142,23,38,21,9,84,7,2024-06-29 14:41:05.834773
143,49,15,11,77,70,4,2024-09-15 10:53:47.927119
144,34,8,19,43,42,4,2024-08-29 19:30:23.767833
145,25,75,35,62,66,10,2024-09-13 12:30:44.089977
146,89,81,12,24,7,6,2024-04-11 12:26:01.869379
147,14,48,74,27,67,1,2024-08-19 02:16:52.775747
148,86,48,82,26,92,6,2024-05-01 22:54:53.897195
149,18,53,57,98,29,4,2024-04-20 05:49:18.402972
150,78,35,97,91,72,8,2024-09-20 16:28:44.482580
151,9,83,33,54,23,8,2024-03-19 16:30:01.540386
152,52,33,13,79,99,3,2024-06-20 17:23:21.458996
153,59,86,54,19,68,4,2024-07-11 15:58:18.855535
154,17,74,63,73,70,6,2024-06-30 22:40:03.631948
155,85,8,51,14,30,6,2024-07-03 19:57:47.486075
156,64,1,26,44,35,4,2024-06-14 03:58:15.627251
157,51,85,30,67,86,1,2024-08-30 02:50:38.269590
158,95,16,17,67,70,7,2024-06-15 05:03:44.078410
159,30,55,40,21,28,3,2024-08-06 14:16:29.481281
160,5,79,95,28,57,1,2024-06-28 18:51:20.559295
161,74,79,54,44,91,9,2024-07-31 02:53:24.369777
162,72,59,51,62,67,3,2024-05-22 01:11:12.308788
163,92,7,7,34,4,1,2024-01-19 16:07:02.696278
164,33,76,47,96,98,2,2024-06-16 06:38:11.476441
165,36,76,10,78,21,4,2024-05-23 15:40:22.828785
166,22,26,30,92,75,2,2024-01-30 04:49:40.757103
167,42,4,66,34,70,5,2024-01-02 02:17:50.021526
168,79,47,89,30,96,4,2024-08-19 11:36:30.662861
169,79,14,55,65,9,1,2024-03-15 12:52:07.358814
170,60,41,57,7,42,3,2024-08-22 17:23:21.860358
171,3,76,82,65,93,3,2024-03-18 18:07:01.387958
172,60,70,67,94,87,6,2024-01-08 07:31:01.111182
173,54,67,44,38,76,6,2024-06-29 18:20:47.172957
174,47,8,49,88,19,8,2024-01-08 17:51:24.015064
175,72,81,21,4,6,10,2024-04-17 07:26:24.928693
176,18,36,9,8,36,1,2024-04-28 02:45:02.520468
177,3,95,1,83,31,2,2024-07-12 16:16:35.615111
178,20,73,55,16,75,4,2024-07-24 20:35:21.646523
179,68,14,53,32,13,1,2024-01-27 02:01:02.656311
180,15,99,93,14,32,4,2024-07-23 10:40:46.777292
181,8,19,88,79,1,6,2024-08-02 08:29:00.476842
182,4,36,30,22,84,1,2024-03-12 07:23:43.172334
183,12,5,19,27,16,3,2024-07-29 08:25:13.709903
184,43,56,3,33,17,9,2024-06-25 21:12:26.263632
185,72,66,33,99,15,1,2024-08-13 20:20:16.636121
186,71,20,73,38,74,6,2024-08-16 19:34:32.828233
187,57,1,66,46,50,8,2024-06-23 12:37:20.656875
188,35,79,68,32,87,10,2024-04-26 06:26:03.531138
189,3,28,85,50,54,4,2024-03-05 08:50:18.622103
190,90,31,24,75,6,9,2024-05-18 02:35:21.352435
191,6,33,54,54,87,9,2024-03-27 03:48:45.866594
192,76,94,3,37,78,7,2024-04-16 17:54:52.860536
193,92,46,33,39,12,5,2024-05-13 00:14:55.570684
194,40,97,95,43,3,10,2024-07-11 20:11:29.256968
195,82,2,45,57,61,1,2024-09-18 00:44:52.384373
196,67,52,19,74,13,7,2024-02-10 19:03:38.439908
197,89,24,65,9,74,9,2024-06-09 05:51:47.252689
198,40,56,87,51,35,10,2024-04-09 19:30:06.591743
199,25,69,49,100,59,1,2024-06-19 18:23:52.659447
200,47,72,64,40,13,6,2024-05-12 17:36:33.663882
201,33,94,28,95,84,3,2024-04-02 12:34:37.818489
202,34,28,9,94,90,2,2024-08-27 01:24:24.295234
203,80,70,87,76,35,7,2024-05-04 07:36:06.131749
204,69,60,14,44,62,3,2024-01-03 14:36:17.850255
205,9,83,45,82,79,3,2024-02-26 14:38:33.151345
206,60,61,52,37,48,3,2024-02-29 03:27:17.534314
207,67,96,52,40,32,9,2024-07-18 01:49:56.849578
208,96,33,91,64,3,3,2024-02-09 16:48:52.212350
209,34,47,26,64,12,10,2024-09-20 10:57:17.710382
210,72,78,98,64,71,7,2024-09-13 00:34:30.863624
211,42,94,2,16,29,3,2024-05-16 17:29:41.602163
212,67,63,93,93,85,10,2024-02-04 18:14:16.049104
213,97,64,1,43,42,5,2024-02-23 19:47:41.478549
214,57,56,52,74,86,10,2024-02-01 17:19:57.229120
215,80,10,12,31,48,1,2024-02-19 22:11:46.745533
216,15,65,25,8,12,3,2024-09-20 20:45:33.325115
217,82,60,26,56,39,6,2024-03-26 21:25:38.135460
218,71,10,96,42,34,7,2024-07-28 10:53:31.966203
219,93,14,54,92,69,6,2024-08-30 13:27:59.224812
220,87,69,38,88,20,3,2024-03-18 17:53:51.597631
221,44,3,94,83,69,4,2024-08-21 15:10:44.438089
222,21,37,47,71,69,3,2024-03-08 13:55:34.296103
223,26,1,44,44,45,2,2024-03-08 02:35:46.681781
224,42,38,55,99,18,5,2024-03-19 23:18:42.900888
225,98,63,83,1,77,10,2024-01-21 16:57:53.758167
226,72,4,78,42,66,5,2024-07-20 14:49:16.682912
227,42,44,77,8,66,7,2024-01-04 17:24:06.907303
228,83,51,23,69,87,3,2024-06-28 05:52:23.851903
229,58,15,57,30,82,3,2024-06-27 14:19:53.490189
230,60,63,95,98,90,1,2024-07-28 09:40:39.760488
231,52,77,16,6,17,6,2024-09-10 09:33:48.555925
232,57,27,31,29,68,5,2024-06-23 18:38:17.997640
233,77,54,54,75,23,1,2024-03-24 09:44:37.801937
234,100,8,61,78,38,9,2024-09-06 00:13:29.300153
235,64,67,89,1,8,10,2024-06-13 20:56:52.949489
236,89,19,12,97,60,1,2024-07-24 22:53:01.797440
237,25,45,42,72,64,7,2024-07-20 11:14:31.084192
238,30,12,3,67,7,7,2024-07-03 00:43:41.815700
239,92,73,73,46,21,2,2024-06-04 13:13:16.976439
240,100,22,26,44,31,10,2024-05-31 11:13:08.079425
241,24,4,17,52,52,6,2024-01-23 05:52:42.589327
242,63,98,65,71,54,7,2024-03-26 15:21:44.320727
243,57,38,13,26,12,2,2024-08-29 15:06:28.567903
244,78,37,24,81,86,1,2024-08-29 14:11:24.471147
245,77,93,56,66,90,4,2024-06-11 14:19:11.382517
246,94,46,47,50,53,8,2024-04-13 02:43:59.969596
247,80,29,77,12,9,5,2024-09-11 23:34:24.743544
248,33,72,52,76,7,10,2024-02-29 08:51:03.871539
249,43,74,47,45,4,7,2024-08-27 04:19:33.664330
250,83,87,32,53,39,6,2024-06-18 03:24:33.583727
251,17,27,38,64,35,9,2024-04-15 03:33:59.769354
252,60,64,83,44,64,1,2024-03-27 16:54:56.517770
253,47,14,87,97,38,1,2024-07-14 21:15:02.239084
254,63,99,48,49,26,7,2024-08-10 20:18:27.491748
255,65,70,25,68,77,7,2024-03-19 10:10:53.097658
256,61,88,21,24,64,10,2024-07-30 19:57:11.207879
257,9,63,53,89,93,10,2024-03-11 23:32:03.252256
258,15,3,46,73,15,3,2024-09-21 05:17:46.094790
259,12,42,68,10,88,3,2024-05-03 20:47:55.383298
260,59,38,82,59,51,6,2024-06-14 03:22:49.559117
261,33,51,26,26,83,6,2024-02-28 14:32:30.308608
262,92,58,8,98,74,5,2024-04-21 12:24:36.636473
263,78,68,39,55,51,8,2024-02-15 13:09:28.218929
264,39,86,88,40,21,6,2024-08-07 05:31:14.440619
265,33,60,8,78,75,9,2024-02-14 05:50:03.531952
266,83,10,97,63,32,9,2024-07-17 14:59:53.695567
267,30,73,54,18,12,3,2024-05-25 14:03:19.981579
268,65,100,7,37,14,6,2024-05-13 05:03:39.192649
269,6,60,97,82,71,10,2024-09-15 10:56:16.498406
270,39,29,78,49,50,1,2024-03-21 00:03:10.216302
271,12,9,21,70,19,2,2024-02-11 01:15:17.068052
272,19,86,37,19,38,6,2024-09-02 21:57:29.624670
273,53,83,46,22,73,1,2024-03-19 05:44:16.172815
274,98,6,9,2,24,6,2024-05-12 12:33:07.009762
275,82,87,61,64,34,7,2024-01-25 22:33:22.835655
276,25,46,31,40,86,7,2024-03-01 22:17:23.294843
277,70,96,26,97,84,4,2024-08-26 16:15:10.281711
278,66,9,24,37,87,1,2024-04-11 19:56:00.099464
279,15,77,24,1,68,2,2024-06-13 01:48:23.495078
280,79,82,52,86,62,2,2024-06-24 02:49:13.278031
281,71,44,30,12,30,10,2024-04-06 14:58:36.120961
282,67,94,3,49,91,3,2024-04-02 02:23:35.460942
283,40,67,54,90,54,2,2024-07-11 19:12:36.077600
284,21,81,18,58,79,4,2024-01-24 03:10:10.382912
285,3,47,89,86,48,2,2024-05-10 02:29:24.244909
286,58,34,49,45,84,2,2024-03-15 16:51:56.961276
287,100,33,67,10,49,5,2024-09-11 17:33:34.106318
288,49,71,8,6,9,2,2024-01-09 20:56:03.866411
289,29,2,42,67,68,2,2024-04-24 14:07:37.018574
290,18,80,64,7,86,6,2024-03-24 01:29:54.406404
291,62,44,69,6,40,9,2024-04-06 21:22:55.373065
292,18,20,13,19,73,7,2024-08-11 13:53:13.282664
293,2,15,93,69,13,9,2024-06-14 21:41:33.678337
294,62,11,8,95,29,1,2024-08-10 00:02:27.631043
295,6,3,60,4,86,5,2024-09-05 12:56:18.255993
296,96,78,17,56,3,4,2024-03-25 00:32:17.819476
297,35,21,21,18,23,6,2024-09-19 18:28:55.867182
298,23,42,45,60,4,8,2024-08-31 07:32:07.923001
299,33,82,67,92,91,4,2024-05-12 09:46:05.773859
300,60,85,58,66,55,7,2024-08-14 13:17:42.429942
301,17,72,44,22,99,10,2024-06-04 10:33:15.180789
302,62,48,70,53,47,1,2024-01-15 08:46:30.837657
303,41,41,24,63,99,6,2024-03-30 04:11:28.252860
304,64,6,75,70,24,1,2024-03-29 07:43:24.131651
305,48,70,7,70,91,5,2024-09-22 14:15:04.478064
306,39,95,25,92,95,4,2024-03-07 18:34:32.510085
307,5,11,78,25,2,1,2024-08-14 07:05:30.396858
308,64,61,30,63,88,9,2024-03-08 11:54:54.111375
309,99,100,31,45,41,5,2024-05-29 13:19:59.507690
310,71,45,38,19,51,4,2024-05-09 00:09:10.762817
311,79,74,94,59,5,3,2024-08-03 10:00:35.567369
312,19,48,69,31,20,1,2024-03-01 11:10:46.817205
313,44,65,92,82,70,6,2024-02-20 18:41:37.337312
314,33,81,35,5,53,5,2024-03-10 17:02:17.383653
315,92,23,92,53,52,1,2024-01-30 06:56:32.917394
316,51,49,51,57,63,1,2024-07-26 12:29:00.331269
317,15,95,82,38,38,2,2024-08-26 00:46:23.818987
318,87,39,15,93,49,5,2024-08-24 06:09:29.333321
319,40,13,26,93,79,2,2024-03-09 02:15:54.020246
320,72,55,12,91,83,2,2024-04-21 21:24:23.321309
321,18,95,47,86,25,4,2024-02-24 22:27:01.802336
322,7,83,54,13,91,8,2024-06-11 10:17:05.841891
323,96,67,45,74,10,1,2024-03-11 01:25:26.702743
324,29,54,95,88,83,3,2024-08-05 23:38:02.404013
325,21,28,49,83,40,7,2024-03-15 15:30:11.711279
326,88,89,58,85,68,6,2024-01-20 07:50:59.729679
327,65,70,65,60,57,2,2024-01-07 18:41:19.344691
328,37,30,88,88,90,4,2024-08-17 19:39:02.500559
329,51,41,20,33,9,8,2024-01-20 01:21:09.996278
330,32,35,33,56,76,6,2024-09-09 22:41:47.665252
331,37,18,13,72,8,3,2024-06-28 10:35:45.833359
332,23,59,86,19,93,6,2024-06-19 11:10:17.022519
333,79,2,97,28,28,5,2024-05-07 05:18:28.773290
334,11,68,77,39,60,7,2024-01-17 06:25:45.349364
335,83,27,4,99,63,9,2024-08-06 14:39:41.379491
336,74,91,16,43,9,10,2024-06-17 19:58:29.576458
337,27,86,30,52,78,4,2024-05-25 16:02:44.977931
338,80,76,76,21,5,2,2024-02-07 01:48:22.140710
339,31,33,78,4,14,7,2024-09-15 01:19:36.156332
340,6,9,63,90,29,3,2024-07-29 19:17:05.298053
341,14,32,47,66,3,1,2024-04-03 00:44:57.758249
342,89,4,63,76,69,6,2024-05-27 04:31:21.390291
343,17,28,33,73,81,1,2024-09-13 23:11:51.102589
344,10,32,53,64,91,7,2024-01-31 12:06:38.756177
345,87,93,13,41,89,6,2024-07-29 06:01:29.090328
346,11,11,31,79,14,1,2024-01-24 18:12:05.957104
347,99,93,94,81,58,10,2024-07-01 12:25:03.079593
348,11,79,35,21,24,4,2024-09-04 05:47:46.397615
349,11,37,76,53,45,3,2024-02-03 09:27:55.481584
350,14,19,98,7,42,9,2024-03-30 18:16:02.258368
351,19,56,90,14,25,1,2024-01-30 17:08:43.745394
352,57,42,12,5,38,9,2024-02-12 11:04:05.349630
353,78,68,3,27,78,1,2024-04-30 00:56:37.798883
354,67,64,48,6,30,1,2024-02-05 05:22:48.029134
355,36,21,23,50,55,4,2024-06-18 07:58:45.327932
356,14,81,97,65,56,10,2024-01-28 13:09:43.801742
357,10,60,50,65,21,4,2024-06-22 07:30:37.065141
358,8,6,22,84,68,9,2024-08-27 16:47:01.684167
359,87,50,73,25,10,1,2024-07-11 09:53:41.260950
360,30,47,52,37,58,1,2024-02-01 05:31:48.549060
361,73,2,62,2,15,1,2024-08-26 16:12:11.259460
362,54,85,96,77,90,2,2024-02-04 14:12:46.004402
363,21,5,99,53,83,1,2024-04-24 02:14:02.521533
364,47,53,71,93,52,1,2024-03-08 19:53:19.162919
365,40,37,68,50,20,5,2024-03-18 20:14:39.915842
366,42,14,8,62,16,9,2024-01-20 05:29:18.034397
367,77,58,57,58,28,6,2024-04-10 07:55:26.622770
368,94,50,55,79,79,7,2024-01-26 06:51:52.431348
369,73,25,12,27,19,8,2024-04-27 11:35:40.086276
370,7,85,32,79,75,4,2024-08-05 12:42:06.770613
371,8,94,45,89,22,3,2024-07-13 19:20:06.134837
372,54,21,68,6,17,10,2024-01-25 07:44:52.255911
373,10,24,57,80,10,5,2024-09-13 14:40:44.967671
374,31,36,1,8,12,9,2024-05-21 05:46:55.285394
375,66,90,23,37,22,5,2024-05-23 07:00:15.170676
376,66,12,94,50,46,7,2024-05-16 09:58:07.797049
377,63,88,47,1,79,1,2024-07-23 09:34:07.872633
378,72,26,52,67,12,7,2024-08-27 03:49:20.836639
379,70,13,37,82,47,5,2024-02-06 22:52:44.837716
380,70,90,64,67,13,3,2024-08-05 23:45:55.440344
381,10,12,71,58,17,4,2024-03-30 16:03:08.792340
382,25,21,87,86,30,5,2024-05-18 16:37:53.498404
383,42,22,10,21,57,2,2024-08-13 00:00:22.958315
384,29,94,60,41,25,10,2024-04-07 11:37:50.480350
385,98,44,35,73,49,4,2024-08-31 14:26:09.602528
386,4,32,48,79,80,8,2024-03-28 06:21:57.453231
387,87,47,97,96,95,8,2024-01-08 21:45:09.912012
388,37,95,16,31,48,3,2024-07-30 08:56:47.178459
389,80,77,60,28,22,3,2024-08-14 05:06:24.997272
390,45,4,19,37,67,2,2024-09-13 21:16:28.456123
391,72,16,71,71,75,7,2024-05-22 15:32:29.838080
392,49,36,95,20,17,7,2024-05-16 08:40:56.274959
393,48,14,23,4,56,10,2024-07-08 00:29:59.953251
394,43,41,67,45,16,7,2024-04-16 14:02:52.229387
395,20,75,49,33,35,1,2024-02-16 02:17:26.657534
396,48,60,86,1,83,7,2024-04-03 20:47:06.633467
397,25,65,88,46,6,5,2024-05-14 00:38:43.745493
398,6,20,2,25,97,7,2024-06-18 11:36:20.909321
399,26,100,46,45,37,2,2024-03-27 10:27:21.889355
400,61,67,81,99,59,6,2024-01-01 18:24:23.172971
401,9,3,30,14,28,9,2024-07-19 12:23:35.599422
402,28,61,47,37,67,8,2024-07-24 00:40:22.014122
403,42,78,88,71,85,7,2024-07-02 23:21:54.714681
404,3,11,80,57,6,4,2024-08-30 02:59:50.434843
405,2,77,4,90,75,4,2024-04-01 21:24:50.296750
406,96,32,48,99,99,4,2024-02-11 22:31:20.516886
407,92,35,91,57,57,3,2024-04-18 18:37:11.817635
408,57,50,75,38,81,4,2024-04-25 15:05:12.013027
409,64,1,70,49,32,1,2024-05-31 09:13:03.454808
410,42,27,35,91,47,9,2024-07-01 18:14:30.025397
411,5,24,14,29,48,8,2024-08-13 10:29:19.562055
412,27,43,6,43,45,7,2024-06-16 18:20:18.204670
413,97,51,49,68,22,2,2024-01-08 23:26:51.801234
414,10,53,74,97,59,5,2024-08-20 09:21:34.499129
415,16,13,1,74,56,4,2024-01-29 19:20:29.670961
416,4,64,11,31,39,9,2024-03-04 21:05:35.415854
417,37,13,54,71,93,10,2024-06-29 14:39:51.566403
418,25,85,81,7,94,1,2024-08-22 11:04:59.599636
419,30,16,91,33,35,8,2024-06-02 07:28:46.649792
420,88,94,11,51,53,5,2024-05-07 01:11:04.091383
421,5,8,2,91,77,3,2024-05-07 20:54:09.759069
422,81,91,55,91,21,6,2024-01-22 20:12:42.269796
423,70,57,14,81,74,9,2024-05-30 20:38:02.714700
424,33,93,71,58,82,8,2024-07-26 14:58:01.903159
425,36,24,39,45,25,3,2024-08-01 01:36:15.471071
426,21,71,100,80,69,9,2024-05-28 07:35:10.029439
427,58,91,1,73,23,9,2024-09-17 15:53:38.212963
428,19,40,29,96,66,1,2024-09-04 04:58:19.366860
429,66,58,50,74,32,8,2024-06-24 10:56:37.882309
430,63,100,85,80,41,3,2024-06-07 05:46:27.361376
431,56,10,33,40,60,10,2024-07-26 22:17:53.525211
432,46,43,15,11,72,7,2024-04-25 13:28:59.992846
433,51,62,61,28,37,6,2024-04-19 02:53:50.214747
434,55,48,91,37,67,4,2024-06-11 21:38:23.803539
435,35,95,26,41,9,6,2024-08-30 04:23:41.501472
436,36,4,50,70,18,2,2024-05-31 18:16:16.292583
437,41,14,3,45,99,10,2024-02-22 08:17:56.578429
438,63,26,16,30,70,1,2024-05-14 11:38:23.039427
439,43,26,41,23,62,3,2024-03-29 05:04:45.889971
440,9,95,16,2,12,10,2024-01-31 12:15:19.577660
441,70,79,8,57,61,8,2024-06-25 06:29:53.780670
442,66,75,20,94,81,10,2024-06-18 14:53:00.943555
443,84,31,30,87,33,9,2024-03-30 11:18:03.042749
444,100,84,55,58,32,10,2024-07-13 21:35:02.326199
445,28,5,21,29,49,5,2024-04-06 16:16:57.499828
446,49,39,48,84,57,10,2024-03-11 10:35:16.840664
447,44,50,61,98,36,10,2024-02-14 00:08:57.812123
448,35,59,14,18,94,10,2024-08-17 22:40:04.338746
449,45,81,52,41,3,9,2024-03-26 17:39:19.947671
450,44,90,38,81,78,4,2024-04-28 15:32:11.109874
451,14,64,31,55,11,8,2024-08-05 13:12:50.168051
452,61,78,15,97,98,3,2024-08-31 23:10:14.189599
453,58,61,24,5,6,4,2024-08-24 23:22:58.246946
454,97,91,84,95,73,9,2024-03-28 23:45:50.235960
455,61,99,99,31,9,4,2024-09-15 13:14:29.742554
456,94,48,31,67,71,10,2024-01-20 08:55:20.506767
457,50,15,92,72,8,10,2024-05-07 22:37:06.428661
458,20,86,90,3,59,6,2024-01-16 21:19:32.584794
459,60,31,29,48,30,7,2024-05-16 02:08:40.264520
460,20,79,69,41,83,8,2024-01-09 15:35:28.685330
461,32,61,6,74,68,5,2024-01-21 16:18:40.324639
462,35,37,47,50,25,7,2024-06-16 08:42:48.952180
463,44,27,86,26,73,5,2024-06-12 02:58:03.011563
464,81,87,27,39,80,9,2024-06-06 16:25:12.916974
